eid,category,shape,shape_type,size,sentence,reasoning
Id146,geography,,,1,Muzeum rekordů a kuriozit se nachadza w Pelhřimov.,"We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triple: subject ""Muzeum rekordů a kuriozit"", predicate ""locatedIn"", object ""Pelhřimov"". Must translate predicate to Upper Sorbian and use it naturally. Also translate entities that are not proper names: ""Muzeum rekordů a kuriozit"" is a proper name? It's a museum name, likely proper name, so keep original. ""Pelhřimov"" is a city name, proper, keep original. Predicate ""locatedIn"" translate to Upper Sorbian: ""se nachadza w"" or ""je w"". Probably ""se nachadza w"". So sentence: ""Muzeum rekordů a kuriozit se nachadza w Pelhřimow."" Note Upper Sorbian spelling of Pelhřimov? In Upper Sorbian, Pelhřimov is ""Pelhřimow"". Should we keep original? It's proper name, keep original form. But maybe we keep as given ""Pelhřimov"". The instruction: proper names stay original. So keep ""Pelhřimov"". Use Upper Sorbian for predicate: ""se nachadza w"". So final: ""Muzeum rekordů a kuriozit se nachadza w Pelhřimov."" That's one sentence."
Id147,politics,,,4,"Jindřich Vařeka ma poziciju starosta, lokaciju Příbram, startowy datum 2014-01-01 a kóncowy datum 2019-12-31.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Must translate predicate to Upper Sorbian and use it naturally. Entities that are not proper names should be translated. Proper names stay original. Triples: subject Jindřich Vařeka (proper name), predicate position -> starosta (position). location -> Příbram (proper name). startDate -> 2014-01-01. endDate -> 2019-12-31. We need to produce a sentence(s) that expresses these facts, no extra info. Must keep numbers/dates exactly. Predicates translate: ""position"" -> ""pozicija""? In Upper Sorbian, ""position"" as a role: ""předseda""? Actually starosta is already the object of position. The predicate ""position"" we need to translate to Upper Sorbian, maybe ""pozicija"". But we need to use it naturally: ""Jindřich Vařeka je starosta"". The predicate ""position"" is expressed by ""je"". But we need to translate predicate itself? The instruction: ""Predikat přełož přeco do hornjoserbšćiny a wužij jón přirozenje w sadźe."" Means translate the predicate always to Upper Sorbian and use it naturally in the sentence. So we need to translate ""position"" to Upper Sorbian word, maybe ""pozicija"". But we can phrase: ""Jindřich Vařeka ma poziciju starosta"". Or ""Jindřich Vařeka je starosta"". The predicate ""position"" is not a verb but a relation. Could be ""pozicija"". Use ""pozicija"" as noun: ""Jindřich Vařeka ma poziciju starosta"". That uses predicate ""pozicija"". Similarly ""location"" -> ""lokacija"". ""startDate"" -> ""startowy datum""? Upper Sorbian: ""startowy datum"". ""endDate"" -> ""kóncowy datum"". Use them. We must not add any facts not in triples. So we can say: ""Jindřich Vařeka ma poziciju starosta, lokaciju Příbram, startowy datum 2014-01-01 a kóncowy datum 2019-12-31."" That is one sentence. Ensure proper translation of predicates: position = ""pozicija"", location = ""lokacija"", startDate = ""startowy datum"", endDate = ""kóncowy datum"". Use Upper Sorbian forms. Check Upper Sorbian: ""pozicija"" is likely correct (borrowed). ""lokacija"" also. ""startowy datum"" maybe ""startowy datum"". ""kóncowy datum"". Use ""a"" for ""and"". Should we keep commas? It's okay. Thus final answer: single sentence."
Id148,geography,,,2,Horoušany leži w Praha východ a Praha východ je okres.,"We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Two triples: 1. Horoušany | locatedIn | Praha východ 2. Praha východ | isType | okres We must translate entities that are not proper names: ""locatedIn"" predicate, ""isType"" predicate, ""okres"" maybe a type, but ""okres"" is a common noun, so translate to Upper Sorbian. Proper names: Horoušany (likely a place name), Praha východ (also proper name). So keep them as is. We need to produce a sentence(s) that expresses the facts: Horoušany is located in Praha východ. Praha východ is a district (okres). In Upper Sorbian, ""okres"" is ""okres"" maybe same? Upper Sorbian word for district is ""okres"". Could also be ""okres"". So we can say: ""Horoušany leži w Praze wuchodnym, kotryž je okres."" But need to use predicate translations: ""locatedIn"" -> ""leži w"" or ""je w"". ""isType"" -> ""je typ"" or ""je"". Probably ""je typ"" but we can phrase naturally: ""Praha východ je okres."" So combine: ""Horoušany leži w Praze východ, a Praha východ je okres."" But need to keep proper names unchanged. Use Upper Sorbian: ""Horoušany leži w Praze východ, a Praha východ je okres."" However ""Praze východ"" maybe ""Praha východ"". Keep as is. Use ""leži w"" for locatedIn. Use ""je"" for isType. So final sentence: ""Horoušany leži w Praha východ a Praha východ je okres."" Make sure punctuation. Provide only the sentence(s)."
Id149,geography,,,1,Vrchlice płyni w Kutnej Horje.,"We need to produce a fluid Upper Sorbian (hornjoserbski) sentence (or two short ones) that expresses the fact from the triple: subject = ""Kutná Hora"", predicate = ""riverFlowingThrough"", object = ""Vrchlice"". So we need to translate predicate to Upper Sorbian: ""riverFlowingThrough"" meaning ""river flowing through"". So we could say: ""Rěka Vrchlice płyni w městnje Kutná Hora."" But need to keep subject and object order? The triple is subject | predicate | object. So we need to convey that the river Vrchlice flows through Kutná Hora. In Upper Sorbian, ""Vrchlice"" is a river name, ""Kutná Hora"" is a city. So sentence: ""Rěka Vrchlice płyni w Kutnej Horje."" Or ""Vrchlice płyni w Kutnej Horje."" But need to translate predicate: ""riverFlowingThrough"" -> ""płyni w"". So we can say: ""Vrchlice płyni w Kutnej Horje."" That uses subject as object? Actually subject is Kutná Hora, object is Vrchlice. But we can phrase: ""Kutná Hora je město, w kotrym płyni rěka Vrchlice."" That uses both. That is natural. Use predicate translation: ""płyni w"". So sentence: ""Kutná Hora je město, w kotrym płyni rěka Vrchlice."" That uses both entities. Should we keep proper names unchanged: Kutná Hora, Vrchlice. Yes. We must not add any facts not in triple. The triple only says that Vrchlice flows through Kutná Hora. It doesn't say Kutná Hora is a city, but we can say ""město"" is an attribute not given. That would be adding a fact. So we must avoid adding that. So we should not state ""město"". Just state the relationship. Could say: ""Kutná Hora je městno, w kotrym płyni Vrchlice."" That adds ""městno"" which is not in triple. So we must avoid. So we need a sentence that only uses the two entities and the predicate, no extra attributes. Could say: ""Kutná Hora je město, w kotrym płyni rěka Vrchlice."" That adds ""město"". Not allowed. Better: ""Kutná Hora je místo, w kotrym płyni Vrchlice."" Still adds ""místo"". Not allowed. We need to avoid any extra descriptive facts. We can just say: ""Kutná Hora, w kotrym płyni Vrchlice."" That's a fragment but maybe acceptable as a sentence? Could be ""Kutná Hora, w kotrym płyni Vrchlice."" That's a clause. Or ""Vrchlice płyni w Kutnej Horje."" That uses only the two entities and the predicate. It doesn't add extra facts. That is fine. The subject in triple is Kutná Hora, but we can invert? The instruction: ""Wutwor jenu płynnu hornjoserbsku sadu (abo dwě krótkej, jeli je trjeba), kotraž přirodźenje wšě podate fakty zwuraznja."" It doesn't require preserving subject order. So we can say ""Vrchlice płyni w Kutnej Horje."" That expresses the fact. Predicate translation: ""płyni w"". Good. Thus output just that sentence."
Id150,other,,,2,Česko wuži pausalnu sadźbu za druhe hač rěmske dźěła. Druhe hač rěmske dźěła maja pausalnu sadźbu za wutroby 60.,"We need to produce a fluid Upper Sorbian (hornjoserbšćina) sentence(s) using only the given triples. Two triples: 1. Subject: Česko, predicate: usesPausalRateFor, object: jiných nez řemeslných živností 2. Subject: jiných nez řemeslných živností, predicate: pausalRateForExpenses, object: 60 We need to translate predicate to Upper Sorbian, and also translate non-proper nouns (common nouns, functions, descriptions). Proper names stay original: ""Česko"". The object ""jiných nez řemeslných živností"" is a phrase in Czech meaning ""other than craft trades"". It's not a proper name, so we need to translate it to Upper Sorbian. Also predicate ""usesPausalRateFor"" and ""pausalRateForExpenses"" need translation. We need to produce a fluid sentence(s) that expresses the facts exactly, no extra inference. First, translate ""jiných nez řemeslných živností"" to Upper Sorbian. Upper Sorbian for ""other non-craft trades"" maybe ""druhe než rěmske dźěła""? Let's think: ""živnost"" = ""trade"" or ""business"". ""řemeslná živnost"" = ""craft trade"". So ""jiných nez řemeslných živností"" = ""other than craft trades"". Upper Sorbian: ""druhe hač rěmske dźěła""? Might be ""druhe hač rěmske dźěła"". Use ""druhe"" = other, ""hač"" = than, ""rěmske dźěła"" = craft trades. So phrase: ""druhe hač rěmske dźěła"". Could also be ""druhe než rěmske dźěła"". Upper Sorbian uses ""hač"" for ""than"". So ""druhe hač rěmske dźěła"". We'll use that. Now predicate translations: - ""usesPausalRateFor"" = ""wuži pausalnu sadźbu za"". Could be ""wuži pausalnu sadźbu za"". So ""Česko wuži pausalnu sadźbu za druhe hač rěmske dźěła."" - ""pausalRateForExpenses"" = ""pausalna sadźba za wutroby""? Actually ""expenses"" = ""wutroby"" (expenses). So ""druhe hač rěmske dźěła maja pausalnu sadźbu za wutroby 60"". But need to reflect triple: subject ""jiných nez řemeslných živností"" (the category) has predicate ""pausalRateForExpenses"" with object ""60"". So we can say ""Druhe hač rěmske dźěła maja pausalnu sadźbu za wutroby 60."" Or ""druhe hač rěmske dźěła su wotpowědne za pausalnu sadźbu za wutroby 60"". But need to keep factual: ""pausalRateForExpenses"" = ""pausalna sadźba za wutroby"". So ""druhe hač rěmske dźěła maja pausalnu sadźbu za wutroby 60."" Combine both sentences: ""Česko wuži pausalnu sadźbu za druhe hač rěmske dźěła. Druhe hač rěmske dźěła maja pausalnu sadźbu za wutroby 60."" Make sure we keep numbers exactly: ""60"". No extra context. Thus output just those sentences."
Id151,culture,,,4,"Čeština 2.0 je internetowy słownik, je založeny wot Martina Kavka a zběra nowe čěske wuwrady a nowotwary.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) that expresses the facts given in the RDF triples, using only the information present. No extra facts. Translate each entity that is not a proper name into Upper Sorbian. Predicates must be translated to Upper Sorbian and used naturally. Triples: 1. Čeština 2.0 | isTypeOf | internetový slovník 2. Čeština 2.0 | foundedBy | Martin Kavka 3. Čeština 2.0 | collects | nové české výrazy 4. Čeština 2.0 | collects | novotvary We need to produce a sentence(s) in Upper Sorbian. Entities: ""Čeština 2.0"" is a proper name? It's a project name, likely proper name, keep original. ""internetový slovník"" is a common noun phrase, translate to Upper Sorbian: ""internetowy słownik"". ""Martin Kavka"" is a proper name, keep. ""nové české výrazy"" translate: ""nowe čěske wuwrady""? Let's think: ""nové české výrazy"" = ""new Czech expressions"". Upper Sorbian: ""nowe čěske wuwrady"" (wuwrady = expressions). ""novotvary"" = ""neologisms"" maybe ""nowotwary""? In Upper Sorbian ""novotwary"" is likely correct. So ""novotvary"" is already a Czech term; translate to Upper Sorbian: ""nowotwary"". So we need to produce sentences like: ""Čeština 2.0 je internetowy słownik, wot Martinom Kavkom založeny, a hromadźi nowe čěske wuwrady a nowotwary."" Need to ensure predicate translation: isTypeOf -> ""je typ"" or ""je typom""? In Upper Sorbian, ""is type of"" could be ""je typ"" or ""je typom"". Use ""je typ"" maybe. ""foundedBy"" -> ""je založeny wot"" or ""je založeny wot"". ""collects"" -> ""hromadźi"" or ""zběra"". Use ""zběra"". So sentence: ""Čeština 2.0 je internetowy słownik, je založeny wot Martina Kavka, a zběra nowe čěske wuwrady a nowotwary."" Need to keep ""Martin Kavka"" unchanged. Use ""wot Martina Kavka"" (genitive). Upper Sorbian genitive of ""Martin"" is ""Martina"". So final. We can produce one sentence. Ensure no extra facts. All info used. Good."
Id152,sports,,,1,Maxa liga ma sportowy typ ledowy hokej.,"We need to produce a fluid Upper Sorbian (hornjoserbski) sentence (or two short ones) that expresses the fact from the triple: subject ""Maxa liga"", predicate ""sportType"", object ""lední hokej"". Must translate predicate to Upper Sorbian and use it naturally. Also translate non-proper nouns: ""sportType"" likely ""sportowy typ"" or ""sportowy typ"" or ""sportowy typ"". Object ""lední hokej"" is already in Czech? Should be translated to Upper Sorbian: ""ledowy hokej"". Probably ""ledowy hokej"". Subject is proper name ""Maxa liga"" stays as is. Thus sentence: ""Maxa liga je ledowy hokej."" But need predicate translation: ""sportowy typ"" maybe ""sportowy typ"". Could say ""Maxa liga ma sportowy typ ledowy hokej."" Better: ""Maxa liga ma sportowy typ ledowy hokej."" Or ""Maxa liga je sportowy typ ledowy hokej."" But ""je"" is ""is"". The predicate ""sportType"" could be expressed as ""sportowy typ"". So ""Maxa liga ma sportowy typ ledowy hokej."" That conveys the triple. We must not add any other facts. So output just that sentence."
Id153,other,,,2,"Václav Klaus napisał Modrá, nikoli zelená planeta, a Modrá, nikoli zelená planeta je kniha.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Two triples: 1. Subject: Václav Klaus, predicate: wrote, object: Modrá, nikoli zelená planeta 2. Subject: Modrá, nikoli zelená planeta, predicate: isA, object: kniha We must translate predicate to Upper Sorbian, and translate non-proper nouns (common nouns) to Upper Sorbian. Proper names stay as is. So ""wrote"" -> ""napisał"" (Upper Sorbian). ""isA"" -> ""je"" or ""je typ"" but likely ""je"". The object ""kniha"" is already a noun, but we need to translate ""kniha"" is already Upper Sorbian for ""book"". The title ""Modrá, nikoli zelená planeta"" is a title, keep as is. We need to produce a fluid sentence that includes both facts. Something like: ""Václav Klaus napisał knihu Modrá, nikoli zelená planeta, kotraž je kniha."" But need to keep proper nouns unchanged. The title is a proper name? It's a title, treat as proper, keep unchanged. The predicate ""isA"" -> ""je"". So ""Modrá, nikoli zelená planeta je kniha."" Combine: ""Václav Klaus napisał Modrá, nikoli zelená planeta, a tato kniha je Modrá, nikoli zelená planeta""? Wait need to reflect both facts: He wrote the book, and the book is a book. Could be: ""Václav Klaus napisał Modrá, nikoli zelená planeta, a Modrá, nikoli zelená planeta je kniha."" That uses both triples. Ensure no extra facts. That's fine. We must keep numbers/dates etc, none. Thus output just that sentence."
Id154,geography,,,3,"Žimutice je obec, kotraž leži w okrje České Budějovice, a České Budějovice je okres.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. No extra facts. Triples: 1. Žimutice | locatedIn | České Budějovice 2. Žimutice | isType | obec 3. České Budějovice | isType | okres We need to translate non-proper nouns (common nouns, functions, descriptions) into Upper Sorbian. Proper names stay as is. Predicates must be translated to Upper Sorbian and used naturally. So we need sentences that convey: Žimutice is a village (obec) located in České Budějovice, which is a district (okres). Actually ""České Budějovice"" is a district (okres). So we can say: ""Žimutice je wobsedźene w okrje České Budějovice"" but need to keep proper names unchanged. ""obec"" is a common noun, translate predicate ""isType"" to ""je typ"" maybe ""je typ"" or ""je"" plus noun. In Upper Sorbian, ""is a type of"" could be ""je typ"" or ""je"". Usually ""is a"" = ""je"". So ""Žimutice je obec."" And ""České Budějovice je okres."" And ""Žimutice je wotkryty w (or leži) w České Budějovice""? The predicate ""locatedIn"" translate to ""leži w"" or ""je w"". Use ""leži w"". So sentence: ""Žimutice leži w okrje České Budějovice."" But we need to convey that České Budějovice is a district. Could be separate sentence: ""České Budějovice je okres."" That's fine. We must not add any facts not in triples. The fact that Žimutice is a village located in České Budějovice is given. The fact that České Budějovice is a district is given. So two sentences are fine. Make sure to keep numbers/dates etc. None. Thus output: two sentences in Upper Sorbian. Check translation: ""obec"" is already Upper Sorbian for ""village"". ""okres"" is also Upper Sorbian for ""district"". So we can keep them as is. Predicates: ""isType"" -> ""je"". ""locatedIn"" -> ""leži w"". So sentences: ""Žimutice je obec."" ""Žimutice leži w okrje České Budějovice."" ""České Budějovice je okres."" We could combine: ""Žimutice je obec, kotraž leži w okrje České Budějovice, a České Budějovice je okres."" But that adds ""a"" conjunction, still using only facts. It's okay. But ensure not to add extra info. The phrase ""kotraž"" (which) is okay. It doesn't add new facts. So we can produce one sentence: ""Žimutice je obec, kotraž leži w okrje České Budějovice, a České Budějovice je okres."" That uses all three triples. That seems fluid. Thus output only that sentence."
Id155,geography,,,3,Olovnice je wobydlina a je w Mělniku. Mělník je wokrj.,"We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) that expresses the facts given, using only the information in triples. No extra facts. Triples: 1. Ololnice? Actually ""Olovnice"" is a place. Triple: Olovnice locatedIn Mělník. 2. Olovnice type obec (village/municipality). 3. Mělník type okres (district). We need to translate entities that are not proper names: ""locatedIn"" predicate, ""type"", ""obec"", ""okres"". Also translate ""locatedIn"" to appropriate Upper Sorbian phrase, maybe ""je w"" or ""se nachadza w"". But we must keep predicate translated and used naturally. We need to produce a sentence(s) that convey: Olovnice is a village located in Mělník, and Mělník is a district. Use only given facts. So we can say: ""Olovnice je wobsedźe (or ""je typ""?) Actually ""type"" predicate: we need to translate ""type"" as ""typ"" maybe ""je typ"" or ""je"". In Upper Sorbian, ""obec"" is a noun meaning ""municipality"". So we could say: ""Olovnice je obec a je w Mělniku."" Then ""Mělník je okres."" That uses only given facts. Ensure we don't add extra info like ""Mělník je okres"" is fine. Use proper translation: ""je"" for ""is"". ""locatedIn"" translate as ""je w"". So sentence: ""Olovnice je obec a je w Mělniku. Mělník je okres."" Check: we used ""obec"" and ""okres"" as nouns, they are not proper names, so they should be translated? Actually they are common nouns, but they are already in Czech? We need to translate to Upper Sorbian. Upper Sorbian for ""obec"" is ""wobydlina""? Actually ""obec"" in Upper Sorbian is ""wobydlina"" or ""gmina""? Let's think: Upper Sorbian word for ""municipality/village"" is ""wobydlina"" (maybe ""gmina"" is Polish). Could also be ""obec"" is Czech; Upper Sorbian likely ""wobydlina"". For ""okres"" (district) Upper Sorbian is ""wokrj"". I think ""wokrj"" is district. So we need to translate those nouns. The instruction: ""Přełož do hornjoserbšćiny kóždu entitu, kotraž njeje swójske mjeno (na př. powšitkowne substantiwy, funkcije, powšitkowne wopisanja). Swójske mjena (mjena wosobow, městnow, organizacijow, dźěłow atd.) wostaj w originalnej formje."" So we must translate ""obec"" and ""okres"" to Upper Sorbian equivalents. Also predicate ""type"" and ""locatedIn"". So we need to translate predicate ""type"" maybe as ""typ"" or ""je typ"". But we can phrase naturally: ""Olovnice je wobydlina a je w Mělniku. Mělník je wokrj."" That uses only given facts. Does ""wobydlina"" exactly mean ""village""? Might be ""wobydlina"" = settlement. Could also be ""gmina"". But I think ""wobydlina"" is okay. Check no extra facts: we didn't add anything beyond that Olovnice is a settlement (obec) and located in Mělnik, and Mělnik is a district. That's exactly the triples. Thus final answer: one or two sentences. Provide only the sentence(s)."
Id156,other,,,3,Odrůda David je sorta wot hrušeń. Rozmnožowanski městno je Česko. Dozriwanski měsac je prosinec.,"We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. No extra facts. Translate entities that are not proper names: ""Odrůda David"" is a proper name? It's a cultivar name, likely proper, keep as is. ""hrušeň"" is a common noun (pear tree). ""Česko"" is a proper name (Czech Republic) keep. ""prosinec"" is a month name, likely proper? It's a month name, but it's a common noun? Probably keep as is? The instruction: translate each entity that is not a proper name (e.g., common nouns, functions, generic descriptions). So ""hrušeň"" should be translated to Upper Sorbian: ""hruša"" maybe? Actually ""hrušeň"" is Czech for ""pear tree"". Upper Sorbian for ""pear tree"" is ""hruša"" (the fruit) or ""hrušowy dyp""? Let's think: ""hruša"" is pear (fruit). ""hrušowy dyp"" maybe. But we can use ""hruša"" as generic. ""prosinec"" is a month name, but month names are proper? In Upper Sorbian, December is ""december"". But we must keep the value exactly as given? The rule: keep numbers, dates, values exactly as given. So ""prosinec"" is a value; we should not translate it, keep as is. So we keep ""prosinec"". The predicate translations: ""isCultivarOf"" -> ""je sorta wot"" maybe? Actually ""isCultivarOf"" meaning ""is a cultivar of"". Upper Sorbian: ""je sorta wot"". ""breedingLocation"" -> ""rozmnožowanski městno"" maybe ""rozmnožowanske městno""? Or ""rozmnožowanski městno"". ""ripeningMonth"" -> ""dozriwanski měsac"". Need natural usage. We need to produce a fluid sentence(s) that includes all facts. Could be one sentence: ""Odrůda David je sorta wot hrušeň a je rozmnožowany w Česku a dozriwa w prosincu."" But need to use the predicates translated. ""isCultivarOf"" -> ""je sorta wot"". ""breedingLocation"" -> ""rozmnožowanski městno"". ""ripeningMonth"" -> ""dozriwanski měsac"". Use Upper Sorbian grammar: ""Odrůda David je sorta wot hrušeńa"" maybe need genitive. ""hrušeň"" in Upper Sorbian genitive is ""hrušeń"". So ""wot hrušeń"". ""Česko"" in locative maybe ""w Česku"". ""prosinec"" maybe ""w prosincu"". So sentence: ""Odrůda David je sorta wot hrušeń, rozmnožowanski městno je Česko a dozriwanski měsac je prosinec."" But need to keep predicate translation natural. Could be separate sentences: ""Odrůda David je sorta wot hrušeń. Je rozmnožowany w Česku. Dozriwa w prosincu."" But we must use the translated predicates, not invent new. The instruction: ""Predikat přełož přeco do hornjoserbšćiny a wužij jón přirozenje w sadźe."" So we need to use the translated predicate words, not synonyms. So we need to translate each predicate exactly: ""isCultivarOf"" -> maybe ""je sorta wot"". ""breedingLocation"" -> ""rozmnožowanski městno"". ""ripeningMonth"" -> ""dozriwanski měsac"". Use them as parts of sentence. Thus: ""Odrůda David je sorta wot hrušeń. Rozmnožowanski městno je Česko. Dozriwanski měsac je prosinec."" That uses each predicate as a phrase. That seems okay. Check: ""hrušeň"" translated to ""hrušeń"" (genitive). The instruction: translate each entity that is not a proper name. So ""hrušeň"" -> ""hrušeń"". Good. Thus final answer: three sentences."
Id157,culture,,,4,"Conception/Danae (Početí) ma awtora František Kupka, ma městno aukcije w Česká republika, ma aukcijnu cenu 126500000 a ma status najdražše dźěło wšěch časow.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Triples: Subject: Conception/Danae (Početí) – seems a work title ""Conception/Danae (Početí)"". That's the subject. Predicates: author, auctionLocation, auctionPrice, status. Objects: František Kupka; Česká republika; 126500000; nejdražší dílo všech dob. We must translate predicate to Upper Sorbian, and translate non-proper nouns (common nouns, functions, descriptions) to Upper Sorbian. Keep proper names unchanged. So we need sentences like: ""Conception/Danae (Početí) je awtor František Kupka, je w aukciji w Česká republika, je wotpowědny za 126500000, a je najdražše dźěło wšěch časow."" But need to use proper translation of predicates: author -> ""awtor"" (or ""autor""? Upper Sorbian: ""awtor""). auctionLocation -> ""mjeno aukciskeho města""? maybe ""mjeno aukciskeho města"" but we can phrase: ""je w aukcijnej lokaciji"" but we need to translate predicate as a verb or phrase. Could be ""ma aukcijne městno"" or ""je w aukcijnej lokaciji"". Simpler: ""ma městno aukcije"" but we need to keep predicate translation natural. We have to produce fluid text, maybe two short sentences. We must not add any facts not in triples. So we cannot infer currency, date, etc. Just state price as number. We must keep numbers exactly. We must translate ""status"" predicate to Upper Sorbian: maybe ""status"" -> ""status"" is same? But they said translate predicate always to Upper Sorbian. So ""status"" could be ""status"" (same word) but maybe ""status"" is also used. Could use ""status"" as noun. Could also use ""je status"" but we need to convey ""status"" as ""status"". The object ""nejdražší dílo všech dob"" is Czech phrase meaning ""the most expensive work of all time"". We need to translate that object to Upper Sorbian because it's not a proper name. So translate: ""najdražše dźěło wšěch časow"". Upper Sorbian: ""najdražše dźěło wšěch časow"". Good. Also translate ""Česká republika"" is proper name, keep as is. ""Conception/Danae (Početí)"" is title, likely proper name, keep as is. Now produce sentences: maybe one sentence: ""Conception/Danae (Početí) ma awtora František Kupka, ma městno aukcije w Česká republika, ma aukcijnu cenu 126500000 a ma status najdražše dźěło wšěch časow."" Check: predicate translations: author -> ""ma awtora"" (has author). auctionLocation -> ""ma městno aukcije"". auctionPrice -> ""ma aukcijnu cenu"". status -> ""ma status"". All good. We must ensure we only use info from triples. We are not adding extra facts. The phrase ""ma aukcijnu cenu"" uses price, okay. ""ma status"" uses status. Now output only the sentence(s). Probably one sentence is fine. Thus final answer: the Upper Sorbian sentence."
Id158,culture,,,4,"Fotograf Festival je fotografiski festival, so w Praze, započaty w lěće 2011 a so wotbywa každe lěto.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. Must translate predicate to Upper Sorbian and use it naturally. Entities that are not proper names should be translated. So ""Fotograf Festival"" is a proper name, keep as is. ""eventType"" predicate translate to something like ""typ podawka"" maybe ""typ podawka"" or ""typ podawka"" but need Upper Sorbian. Could be ""typ podawka"" (event type). ""location"" -> ""lokacija"" or ""mjeno"" maybe ""mjeno"" is ""mjeno"" is name, but location predicate could be ""lokacija"". Upper Sorbian for location: ""mjeno"" is name, ""lokacija"" is also used. Could use ""lokacija"". ""startYear"" -> ""startowy lěto"" maybe ""rok započetka"". Simpler: ""rok započetka"". ""frequency"" -> ""cestotliwość"" maybe ""cestotliwość"". Upper Sorbian: ""cestota"" maybe ""cestota"". Use ""cestota"" meaning frequency. So we need sentences that incorporate all facts. We must not add any facts not in triples. So we can say: ""Fotograf Festival je fotografiski festival, so w Praze, započaty w lěće 2011 a so wotbywa rocznie."" Need to ensure we only use given facts: event type = fotografický festival, location = Praha, startYear = 2011, frequency = annually. So we can combine: ""Fotograf Festival je fotografiski festival, so w Praze, započaty w lěće 2011 a so wotbywa ročne."" Use ""ročne"" for annually. Upper Sorbian ""ročne"" means yearly. That matches frequency ""annually"". Should we translate ""annually"" as ""každe lěto""? Could be ""každe lěto"". Use ""každe lěto"". Both okay. Make one sentence or two short sentences. Must be fluid. Provide only the sentence(s). No extra text. Thus final answer: ""Fotograf Festival je fotografiski festival, so w Praze, započaty w lěće 2011 a so wotbywa každe lěto."""
Id159,geography,,,3,"Kladníky je obec, kotraž je w Přerowu, a Přerov je okres.","We need to produce a fluid Upper Sorbian (hornjoserbski) sentence(s) using only the given triples. No extra facts. Triples: 1. Kladníky | locatedIn | Přerov 2. Kladníky | type | obec 3. Přerov | type | okres We need to translate predicate to Upper Sorbian. Predicates: ""locatedIn"" => ""je w"" or ""se nachadza w""? In Upper Sorbian, ""located in"" could be ""je w"". ""type"" => ""typ"" maybe ""ma typ"" or ""je typ"". But we need to use predicate translated naturally. Could say ""Kladníky je w Přerowu"" but need to keep ""Přerov"" unchanged (proper name). Also ""Kladníky je typ obec"" maybe ""Kladníky je typ 'obec'"" but we shouldn't add quotes. Could say ""Kladníky je obec"". Actually triple says type = obec, so we can say ""Kladníky je obec"". Similarly ""Přerov je okres"". So combine: ""Kladníky je obec, je w Přerowu a Přerov je okres."" Need fluid sentence: maybe two sentences: ""Kladníky je obec, kotraž je w Přerowu, a Přerov je okres."" That uses ""kotraž"" (which) referencing Kladníky. All facts present. Ensure no extra facts. Use only given info. That seems fine. Check: we used ""kotraž"" referencing Kladníky, okay. No extra info. Provide only the sentence(s)."
