eid,category,shape,shape_type,size,kind,subject,predicate,object
Id47,culture,NA,NA,2,original,Český_rozhlas_Rádio_Junior,hasMascot,Ušoun_Rušoun
Id47,culture,NA,NA,2,original,Ušoun_Rušoun,isMascotOf,Český_rozhlas_Rádio_Junior
Id48,culture,NA,NA,2,original,Honzíkova_cesta,author,Bohumil_Říha
Id48,culture,NA,NA,2,original,Honzíkova_cesta,type,dětská_kníha
Id49,other,NA,NA,1,original,Jim_Čert,playsInstrument,akordeon
Id50,culture,NA,NA,2,original,Barbora_Tachecí,moderates,Osobnost_Plus
Id50,culture,NA,NA,2,original,Osobnost_Plus,isA,pořad_v_rozhlase
Id51,other,NA,NA,1,original,Spolek_Orel,isA,katolická_sportovní_organizace
Id52,sports,NA,NA,2,original,hora_Raná,isCenterOf,paragliding
Id52,sports,NA,NA,2,original,hora_Raná,isCenterOf,sportovní_létání
Id53,culture,NA,NA,1,original,Radio_Beat,specializesIn,rocková_hudba
Id54,history,NA,NA,4,original,Vykopávky_v_Přerově,location,Přerov
Id54,history,NA,NA,4,original,Kosti,foundIn,Vykopávky_v_Přerově
Id54,history,NA,NA,4,original,Kosti,belongTo,Mamuti
Id54,history,NA,NA,4,original,Kosti,quantity,značné_množství
Id55,geography,NA,NA,1,original,řeka_Vydra,locatedIn,Národní_Park_Šumava
Id56,geography,NA,NA,2,original,Anděl_Páně_2,filmingLocation,hrad_v_Ledči_nad_Sázavou
Id56,geography,NA,NA,2,original,hrad_v_Ledči_nad_Sázavou,locatedIn,Ledč_nad_Sázavou
Id57,culture,NA,NA,1,original,Bob_Hýsek,popularizes,slam_poetry
Id58,geography,NA,NA,1,original,Litomyšl,hasSymbol,lilii
Id59,culture,NA,NA,1,original,Slavonice,associatedIndustry,textilní_průmysl
Id60,geography,NA,NA,2,original,Žatec,hasRiver,Ohře
Id60,geography,NA,NA,2,original,Ohře,flowsThrough,Žatec
Id61,geography,NA,NA,1,original,Jablunkovský_výběžek,hasLocation,Česko_slovensko_polské_trojmezí
Id62,sports,NA,NA,4,original,Jaromír_Vytopil,occupation,knihkupec
Id62,sports,NA,NA,4,original,Jaromír_Vytopil,isOldest,true
Id62,sports,NA,NA,4,original,Jaromír_Vytopil,longestActive,true
Id62,sports,NA,NA,4,original,Jaromír_Vytopil,location,Česká_republika
Id63,geography,NA,NA,2,original,Turnov,hasRiver,Jizera
Id63,geography,NA,NA,2,original,Jizera,flowsThrough,Turnov
Id64,sports,NA,NA,2,original,1._česká_hokejová_liga,newNameFromSeason,Maxa_liga
Id64,sports,NA,NA,2,original,1._česká_hokejová_liga,seasonStart,2024-08-01
Id65,culture,NA,NA,3,original,Humpolec,associatedWith,Hliník
Id65,culture,NA,NA,3,original,Hliník,isCharacterFrom,Marečku_podejte_mi_pero
Id65,culture,NA,NA,3,original,Marečku_podejte_mi_pero,isType,film
Id66,geography,NA,NA,3,original,Rybník_Bezdrev,rankBySize,2
Id66,geography,NA,NA,3,original,Rybník_Bezdrev,country,ČR
Id66,geography,NA,NA,3,original,Rybník_Bezdrev,category,rybník
Id67,culture,NA,NA,1,original,postavička_Večerníček,hasAuthor,Radek_Pilař
Id68,geography,NA,NA,2,original,rozhledna_nad_Ústí_nad_Orlicí,hasName,Stříbrná_krasavice
Id68,geography,NA,NA,2,original,rozhledna_nad_Ústí_nad_Orlicí,isLocatedIn,Ústí_nad_Orlicí
Id69,culture,NA,NA,5,original,Michal_Horáček,authorOf,balady
Id69,culture,NA,NA,5,original,Michal_Horáček,action,zveřejnil
Id69,culture,NA,NA,5,original,Michal_Horáček,requestedAction,zhudebnění
Id69,culture,NA,NA,5,original,široká_veřejnost,targetOfRequest,zhudebnění
Id69,culture,NA,NA,5,original,balady,objectOf,zhudebnění
Id70,geography,NA,NA,2,original,Kralupy_nad_Vltavou,locatedOn,Praha_Děčín
Id70,geography,NA,NA,2,original,Praha_Děčín,isA,hlavní_trati
Id71,culture,NA,NA,1,original,Žítkovské_bohyně,author,Kateřina_Tučková
Id72,geography,NA,NA,2,original,Bečov_nad_Teplou,contains,Bečovská_botanická_zahrada
Id72,geography,NA,NA,2,original,Bečovská_botanická_zahrada,isLocatedIn,Bečov_nad_Teplou
Id73,geography,NA,NA,2,original,Havlíčkův_Brod,riverFlowingThrough,Sázava
Id73,geography,NA,NA,2,original,Sázava,isA,river
Id74,geography,NA,NA,2,original,Teplice,hasDominant,Doubravka
Id74,geography,NA,NA,2,original,Doubravka,isType,hora
Id75,sports,NA,NA,3,original,závod_veteránů,heldAt,Českobrodský_okruh
Id75,sports,NA,NA,3,original,závod_veteránů,startYear,2002
Id75,sports,NA,NA,3,original,závod_veteránů,frequency,pravidelně
Id76,culture,NA,NA,7,original,Luděk_Novák,isA,český_historik_umění
Id76,culture,NA,NA,7,original,Luděk_Novák,isKnownFor,publikování_studií
Id76,culture,NA,NA,7,original,publikování_studií,hasTopic,český_malíř
Id76,culture,NA,NA,7,original,český_malíř,includes,Mánes
Id76,culture,NA,NA,7,original,český_malíř,includes,Švabinský
Id76,culture,NA,NA,7,original,český_malíř,includes,Machek
Id76,culture,NA,NA,7,original,Luděk_Novák,founded,výtvarná_skupina_Trasa
Id77,history,NA,NA,4,original,Vladimír_Přibský,occupation,žurnalista
Id77,history,NA,NA,4,original,Vladimír_Přibský,occupation,dramatik
Id77,history,NA,NA,4,original,Vladimír_Přibský,realName,Vladimír_Řezáč
Id77,history,NA,NA,4,original,Vladimír_Řezáč,birthPlace,Přibyslav
Id78,geography,NA,NA,2,original,Římskokatolická_farnost,locatedIn,Brno_venkov
Id78,geography,NA,NA,2,original,Římskokatolická_farnost,name,Pravlov
Id79,geography,NA,NA,1,original,Rybník_Španělák,locatedIn,Okres_Hradec_Králové
Id80,culture,NA,NA,3,original,Vrásky_z_lásky,directedBy,Jiří_Strach
Id80,culture,NA,NA,3,original,Vrásky_z_lásky,mainActor,Radoslav_Brzobohatý
Id80,culture,NA,NA,3,original,Vrásky_z_lásky,mainActress,Jiřina_Bohdalová
Id81,politics,NA,NA,2,original,Hnutí_Dobrých_Proměn,hasChairperson,Stanislav_Rudolfský
Id81,politics,NA,NA,2,original,Stanislav_Rudolfský,isChairpersonOf,Hnutí_Dobrých_Proměn
Id82,other,NA,NA,5,original,teplická_dopravní_společnost,operatesTransportType,městskou_hromadnou_dopravu
Id82,other,NA,NA,5,original,teplická_dopravní_společnost,operatesTransportType,příměstskou_hromadnou_dopravu
Id82,other,NA,NA,5,original,teplická_dopravní_společnost,operatesTransportType,regionální_hromadnou_dopravu
Id82,other,NA,NA,5,original,teplická_dopravní_společnost,nameChangeDate,2013-01-01
Id82,other,NA,NA,5,original,teplická_dopravní_společnost,newName,Arriva_Teplice
Id83,sports,NA,NA,7,original,Marek_Bárta,nationality,Český
Id83,sports,NA,NA,7,original,Marek_Bárta,profession,sportovec
Id83,sports,NA,NA,7,original,Marek_Bárta,specialization,diskař
Id83,sports,NA,NA,7,original,Marek_Bárta,achievement,několikanásobný_mistr_České_republiky
Id83,sports,NA,NA,7,original,Marek_Bárta,discipline,hod_diskem
Id83,sports,NA,NA,7,original,Marek_Bárta,personalRecord,65.46
Id83,sports,NA,NA,7,original,Marek_Bárta,personalRecordUnit,metry
Id84,culture,NA,NA,5,original,Jan_Kameníček,occupation,spisovatel
Id84,culture,NA,NA,5,original,Jan_Kameníček,occupation,dramatik
Id84,culture,NA,NA,5,original,Jan_Kameníček,nationality,český
Id84,culture,NA,NA,5,original,Jan_Kameníček,describedAs,pokračovatel
Id84,culture,NA,NA,5,original,Franz_Kafka,successor,Jan_Kameníček
Id85,culture,NA,NA,5,original,Vladimíra_Klumparová,profession,sklářská_výtvarnice
Id85,culture,NA,NA,5,original,Vladimíra_Klumparová,nationality,česká
Id85,culture,NA,NA,5,original,Vladimíra_Klumparová,residenceCountry,USA
Id85,culture,NA,NA,5,original,Vladimíra_Klumparová,activityPeriodStart,1985
Id85,culture,NA,NA,5,original,Vladimíra_Klumparová,activityPeriodEnd,2003
Id86,sports,NA,NA,3,original,1._česká_fotbalová_liga,alternativeName,Fortuna_Liga
Id86,sports,NA,NA,3,original,Fortuna_Liga,validFrom,2018-01-01
Id86,sports,NA,NA,3,original,Fortuna_Liga,validTo,2024-12-31
Id87,history,NA,NA,3,original,Operace_Dunaj,isCzechFilm,true
Id87,history,NA,NA,3,original,Operace_Dunaj,releaseYear,2009
Id87,history,NA,NA,3,original,Operace_Dunaj,subject,invaze_vojsk_Varšavské_smlouvy
Id88,geography,NA,NA,2,original,Krušné_hory,location,severozápad_Čech
Id88,geography,NA,NA,2,original,Krušné_hory,type,pohoří
Id89,geography,NA,NA,2,original,Jezero_Most,created_by,zatopením_lomu_Most–Ležáky
Id89,geography,NA,NA,2,original,Jezero_Most,openingDate,2020
Id90,sports,NA,NA,4,original,Ondřej_Perušič,isPartOf,Ondřej_Perušič_a_David_Schweiner
Id90,sports,NA,NA,4,original,David_Schweiner,isPartOf,Ondřej_Perušič_a_David_Schweiner
Id90,sports,NA,NA,4,original,Ondřej_Perušič_a_David_Schweiner,becameWorldChampionIn,beach_volleyball
Id90,sports,NA,NA,4,original,Ondřej_Perušič_a_David_Schweiner,becameWorldChampionInYear,2023
Id91,culture,NA,NA,1,original,"slovo_""robot""",trueAuthor,Josef_Čapek
Id92,history,NA,NA,1,original,Nuselský_most,previousNickname,Most_sebevrahů
Id93,culture,NA,NA,1,original,první_česká_hip_hopová_sólová_deska,hasTitle,Frekvence_P.H.A.T
Id94,history,NA,NA,6,original,Vojtěch_Zikmund,profession,chemik
Id94,history,NA,NA,6,original,Vojtěch_Zikmund,profession,podnikatel
Id94,history,NA,NA,6,original,Vojtěch_Zikmund,profession,průmyslník
Id94,history,NA,NA,6,original,Vojtěch_Zikmund,nationality,český
Id94,history,NA,NA,6,original,Vojtěch_Zikmund,foundingRole,u_zrodu
Id94,history,NA,NA,6,original,česká_společnost,industry,výroba_a_prodej_benzínu
Id95,geography,NA,NA,1,original,Svojkovské_skály,locatedIn,Českolipsko
Id96,sports,NA,NA,4,original,David_Krejčí,nationality,Český
Id96,sports,NA,NA,4,original,David_Krejčí,profession,skibobista
Id96,sports,NA,NA,4,original,David_Krejčí,holdsTitles,12
Id96,sports,NA,NA,4,original,12,titleType,mistr_světa
Id97,culture,NA,NA,2,original,české_ocenění,name,Zlatá_stuha
Id97,culture,NA,NA,2,original,české_ocenění,field,knižní_tvorba_pro_děti_a_mládež
Id98,culture,NA,NA,3,original,Akademie_múzických_umění_v_Praze,hasFaculty,DAMU
Id98,culture,NA,NA,3,original,Akademie_múzických_umění_v_Praze,hasFaculty,FAMU
Id98,culture,NA,NA,3,original,Akademie_múzických_umění_v_Praze,hasFaculty,HAMU
Id99,sports,NA,NA,2,original,Česká_basketbalová_federace,leadsSport,basketbal
Id99,sports,NA,NA,2,original,Česká_basketbalová_federace,operatesIn,Česká_republika
Id100,other,NA,NA,3,original,diváci,know,Radko_John
Id100,other,NA,NA,3,original,Radko_John,appearsIn,Na_vlastní_oči
Id100,other,NA,NA,3,original,Na_vlastní_oči,isA,investigativní_pořad
Id101,history,NA,NA,4,original,František_Palacký,profession,český_historik
Id101,history,NA,NA,4,original,František_Palacký,profession,politik
Id101,history,NA,NA,4,original,František_Palacký,role,zakladatel
Id101,history,NA,NA,4,original,Matice_česká,foundingMember,František_Palacký
Id102,culture,NA,NA,4,original,Ottův_Slovník_Naučný,isType,fyzická_encyklopedie
Id102,culture,NA,NA,4,original,Ottův_Slovník_Naučný,language,čeština
Id102,culture,NA,NA,4,original,Ottův_Slovník_Naučný,sizeComparison,největší
Id102,culture,NA,NA,4,original,Ottův_Slovník_Naučný,scopeComparison,nejobsáhlejší
Id103,history,NA,NA,1,original,Nejstarší_politická_strana_v_českých_zemích,foundingDate,1848-01-01
Id104,history,NA,NA,1,original,Národní_listy,foundedBy,Julius_Grégr
Id105,history,NA,NA,1,original,Hněvín,firstMentionYear,1248
Id106,history,NA,NA,4,original,František_Barvitius,nationality,Československý
Id106,history,NA,NA,4,original,František_Barvitius,profession,inženýr
Id106,history,NA,NA,4,original,František_Barvitius,contributedTo,Walter_Minor
Id106,history,NA,NA,4,original,Walter_Minor,type,letecký_motor
Id107,history,NA,NA,1,original,Škoda,originalName,Laurin_&_Klement
Id108,history,NA,NA,7,original,Františka_Plamínková,isA,politička
Id108,history,NA,NA,7,original,Františka_Plamínková,isA,novinářka
Id108,history,NA,NA,7,original,Františka_Plamínková,isA,feministka
Id108,history,NA,NA,7,original,Františka_Plamínková,nationality,československá
Id108,history,NA,NA,7,original,Františka_Plamínková,activePeriod,1918-1938
Id108,history,NA,NA,7,original,Františka_Plamínková,executionDate,1942-06-30
Id108,history,NA,NA,7,original,Františka_Plamínková,executionContext,Heydrichiáda
Id109,politics,NA,NA,3,original,Adam_Vojtěch,isA,český_politik
Id109,politics,NA,NA,3,original,Adam_Vojtěch,formerPosition,ministr_zdravotnictví
Id109,politics,NA,NA,3,original,Adam_Vojtěch,knownFor,vystoupení_v_soutěži_SuperStar
Id110,culture,NA,NA,6,original,Česká_situační_komedie,hasTitle,Světáci
Id110,culture,NA,NA,6,original,Světáci,releaseYear,1969
Id110,culture,NA,NA,6,original,Světáci,featuresActress,Bohdalová
Id110,culture,NA,NA,6,original,Světáci,featuresActress,Jirásková
Id110,culture,NA,NA,6,original,Světáci,featuresActress,Janžurová
Id110,culture,NA,NA,6,original,Bohdalová_Jirásková_Janžurová,formsGroup,slavná_ženská_trojice
Id111,culture,NA,NA,1,original,Česká_hudební_cena_Anděl,symbolizedBy,soška_Anděla
Id112,culture,NA,NA,3,original,Český_seriál_Sňatky_z_rozumu,hasTheme,české_vlastenectví
Id112,culture,NA,NA,3,original,české_vlastenectví,timePeriod,19_století
Id112,culture,NA,NA,3,original,Český_seriál_Sňatky_z_rozumu,addressesCircumstances,tzv._národní_obrození
Id113,geography,NA,NA,1,original,Moravskoslezský_kraj,hasCapital,Ostrava
Id114,history,NA,NA,2,original,Karel_IV,hasSon,Václav_IV
Id114,history,NA,NA,2,original,Václav_IV,isSonOf,Karel_IV
Id115,culture,NA,NA,7,original,Český_slavík,isA,annual_poll
Id115,culture,NA,NA,7,original,Český_slavík,measures,popularity
Id115,culture,NA,NA,7,original,Český_slavík,targets,české_zpěváky
Id115,culture,NA,NA,7,original,Český_slavík,targets,české_zpěvačky
Id115,culture,NA,NA,7,original,Český_slavík,targets,české_skupiny
Id115,culture,NA,NA,7,original,Český_slavík,isThe,největší
Id115,culture,NA,NA,7,original,Český_slavík,foundingDate,1996
Id116,geography,NA,NA,5,original,Veletržní_palác,isLocatedIn,pražské_Holešovice
Id116,geography,NA,NA,5,original,Veletržní_palác,architecturalStyle,funkcionalismus
Id116,geography,NA,NA,5,original,Veletržní_palác,isAmong,první_a_největší_funkcionalistické_stavby_Prahy
Id116,geography,NA,NA,5,original,Veletržní_palác,originalPurpose,konání_veletrhů
Id116,geography,NA,NA,5,original,Veletržní_palác,laterPurpose,sídlo_podniků_zahraničního_obchodu
Id117,culture,NA,NA,4,original,Výstaviště_Praha,foundingDate,1891-01-01
Id117,culture,NA,NA,4,original,Výstaviště_Praha,isA,veletržní_areál
Id117,culture,NA,NA,4,original,Výstaviště_Praha,location,Česko
Id117,culture,NA,NA,4,original,Výstaviště_Praha,isThe,nejstarší
Id118,history,NA,NA,5,original,Kateřina_Bobková-Valentová,profession,historička
Id118,history,NA,NA,5,original,Kateřina_Bobková-Valentová,origin,Liberec
Id118,history,NA,NA,5,original,Kateřina_Bobková-Valentová,nationality,Česká
Id118,history,NA,NA,5,original,Kateřina_Bobková-Valentová,awardReceived,Cena_rektora_UK
Id118,history,NA,NA,5,original,Cena_rektora_UK,awardedFor,Každodenní_život_učitele_a_žáka_jezuitského_gymnázia
Id119,other,NA,NA,4,original,Petr_Rychlý,occupation,herec
Id119,other,NA,NA,4,original,Petr_Rychlý,moderates,Natočto
Id119,other,NA,NA,4,original,Natočto,type,zábavný_a_soutěžní_televizní_pořad
Id119,other,NA,NA,4,original,Natočto,producedBy,TV_Nova
Id120,history,NA,NA,4,original,Období_politických_změn_v_Československu,hasName,Sametová_revoluce
Id120,history,NA,NA,4,original,Období_politických_změn_v_Československu,startDate,1989-11-17
Id120,history,NA,NA,4,original,Období_politických_změn_v_Československu,endDate,1989-12-29
Id120,history,NA,NA,4,original,Období_politických_změn_v_Československu,location,Československo
Id121,history,NA,NA,4,original,První_americký_deník_v_češtině,firstFounder,František_Boleslav_Zdrůbek
Id121,history,NA,NA,4,original,První_americký_deník_v_češtině,name,Svornost
Id121,history,NA,NA,4,original,První_americký_deník_v_češtině,language,čeština
Id121,history,NA,NA,4,original,První_americký_deník_v_češtině,location,Amerika
Id122,culture,NA,NA,8,original,Časopis,soldBy,Bezdomovci_A_Jiní_Sociálně_Znevýhodnění_Lidé
Id122,culture,NA,NA,8,original,Bezdomovci_A_Jiní_Sociálně_Znevýhodnění_Lidé,receivePartOf,Prodejní_Cena
Id122,culture,NA,NA,8,original,Prodejní_Cena,usedFor,Zabezpečení_Vlastních_Potřeb
Id122,culture,NA,NA,8,original,Prodejní_Cena,usedFor,Získání_Pracovních_Návyků
Id122,culture,NA,NA,8,original,Prodejní_Cena,usedFor,Obnovení_Pracovních_Návyků
Id122,culture,NA,NA,8,original,Prodejní_Cena,usedFor,Znovuzačlenění_Do_Společnosti
Id122,culture,NA,NA,8,original,Prodejní_Cena,usedFor,Znovuzačlenění_Do_Pracovního_Života
Id122,culture,NA,NA,8,original,Časopis,name,Nový_Prostor
Id123,culture,NA,NA,2,original,kapela_Mig_21,hasSinger,Jiří_Macháček
Id123,culture,NA,NA,2,original,Jiří_Macháček,isSingerOf,kapela_Mig_21
Id124,culture,NA,NA,3,original,Bohouš_Šebek,playedBy,Miroslav_Donutil
Id124,culture,NA,NA,3,original,Bohouš_Šebek,appearsIn,Pelíšky
Id124,culture,NA,NA,3,original,Miroslav_Donutil,actedIn,Pelíšky
Id125,culture,NA,NA,2,original,Rebel,locatedIn,Havlíčkově_Brodě
Id125,culture,NA,NA,2,original,Rebel,isA,pivovar
Id126,culture,NA,NA,1,original,StarDance_...když_hvězdy_tančí,moderatedBy,dvojice
Id127,culture,NA,NA,3,original,Rumcajs,associatedWith,Jičín
Id127,culture,NA,NA,3,original,Rumcajs,isA,kreslený_loupežník
Id127,culture,NA,NA,3,original,Rumcajs,name,Rumcajs
Id128,culture,NA,NA,3,original,Slunce_seno_jahody,genre,komedie
Id128,culture,NA,NA,3,original,Slunce_seno_jahody,director,Zdeněk_Troška
Id128,culture,NA,NA,3,original,Slunce_seno_jahody,setting,Hoštice
Id129,geography,NA,NA,3,original,Právnická_fakulta,partOf,Univerzita_Karlova
Id129,geography,NA,NA,3,original,Právnická_fakulta,locatedAt,Čechův_most
Id129,geography,NA,NA,3,original,Čechův_most,locatedIn,Praha
Id130,geography,NA,NA,1,original,Krkonošský_národní_park,highestPeak,Sněžka
Id131,geography,NA,NA,1,original,Antonín_Dvořák,birthPlace,Nelahozeves
Id132,geography,NA,NA,1,original,Domažlice,locatedIn,Plzeňský_kraj
Id133,geography,NA,NA,2,original,Karel_Poláček,authorOf,Bylo_nás_pět
Id133,geography,NA,NA,2,original,Karel_Poláček,birthPlace,Rychnov_nad_Kněžnou
Id134,geography,NA,NA,1,original,Orlické_hory,highestPeak,Velká_Deštná
Id135,history,NA,NA,1,original,Poslanecká_sněmovna_Parlamentu_České_republiky,hasHeadquarters,Thunovský_palác
Id136,geography,NA,NA,1,original,Vysočina,highestPeak,Javořice
Id137,culture,NA,NA,3,original,bankovka,hasValue,500
Id137,culture,NA,NA,3,original,bankovka,hasCurrency,Kč
Id137,culture,NA,NA,3,original,bankovka,depictsPerson,Božena_Němcová
