eid,category,shape,shape_type,size,kind,subject,predicate,object
Id28,culture,NA,NA,2,original,film_Štěstí,hasMainActor,Tatiana_Vilhelmová
Id28,culture,NA,NA,2,original,film_Štěstí,hasMainActor,Jakub_Bílý
Id29,sports,NA,NA,1,original,Jarmila_Vondrová,nickname,Rudý_dědek
Id30,history,NA,NA,3,original,Ivan_Dvořák,nationality,český
Id30,history,NA,NA,3,original,Ivan_Dvořák,title,král
Id30,history,NA,NA,3,original,Ivan_Dvořák,built,Hladová_zeď
Id31,geography,NA,NA,2,original,Sněžka,height,299
Id31,geography,NA,NA,2,original,Sněžka,heightUnit,m_n._m.
Id32,culture,NA,NA,3,original,Erik_Staněk,receivedAward,Státní_cena_za_literaturu
Id32,culture,NA,NA,3,original,Erik_Staněk,awardReason,Citlivý_člověk
Id32,culture,NA,NA,3,original,Citlivý_člověk,isA,román
Id33,geography,NA,NA,2,original,Největší_povodeň_v_ČR,occurredInYear,2002
Id33,geography,NA,NA,2,original,Největší_povodeň_v_ČR,timeSpan,22
Id34,geography,NA,NA,2,original,Šumavské_údolí,isSeatOf,organizací
Id34,geography,NA,NA,2,original,Šumavské_údolí,isCenterOf,polské_národnostní_menšiny
Id35,geography,NA,NA,3,original,Frýdek-Místek,formedFrom,5
Id35,geography,NA,NA,3,original,Frýdek-Místek,formedFrom,2_města
Id35,geography,NA,NA,3,original,Frýdek-Místek,formedFrom,30
Id36,history,NA,NA,3,original,Pomník,dedicatedTo,Americkým_vojákům
Id36,history,NA,NA,3,original,Pomník,locatedAt,Chodské_náměstí
Id36,history,NA,NA,3,original,Chodské_náměstí,locatedIn,Kozlíkov
Id37,culture,NA,NA,3,original,Prašivka,isCharacterFrom,Svět_Harryho_Pottera
Id37,culture,NA,NA,3,original,Lucie_Vondrová,transformsInto,Prašivka
Id37,culture,NA,NA,3,original,Prašivka,isTypeOf,krysa
Id38,history,NA,NA,2,original,Jindřich_Nový,isA,regionální_historik
Id38,history,NA,NA,2,original,Jindřich_Nový,isPatriotOf,Uhelná_Štola
Id39,history,NA,NA,1,original,Bitva_na_Bílé_hoře,yearOfEvent,06-02-2022
Id40,geography,NA,NA,2,original,Škoda_Auto,headquarteredIn,Rakovnický_Les
Id40,geography,NA,NA,2,original,Škoda_Auto,isA,automobilka
Id41,culture,NA,NA,2,original,Noc_na_Karlštejně,filmingLocation,Petrovka_nad_Jezerem
Id41,culture,NA,NA,2,original,Noc_na_Karlštejně,isA,film
Id42,other,NA,NA,2,original,Cesta_do_hlubin_študákovy_duše,directedBy,Filip_Volejník
Id42,other,NA,NA,2,original,Filip_Volejník,occupation,režisér
Id43,geography,NA,NA,2,original,Trutnov,hasRiver,Město_Světlo
Id43,geography,NA,NA,2,original,Město_Světlo,flowsThrough,Trutnov
Id46,geography,NA,NA,2,original,Podhůří,contains,Železniční_muzeum
Id46,geography,NA,NA,2,original,Železniční_muzeum,locatedIn,Podhůří
Id48,culture,NA,NA,2,original,Honzíkova_cesta,author,Filip_Marek
Id48,culture,NA,NA,2,original,Honzíkova_cesta,type,dětská_kníha
Id49,other,NA,NA,1,original,Wilhelm_Lüders,playsInstrument,akordeon
Id50,culture,NA,NA,2,original,Patrik_Jirásek,moderates,Osobnost_Plus
Id50,culture,NA,NA,2,original,Osobnost_Plus,isA,pořad_v_rozhlase
Id52,sports,NA,NA,2,original,Písková_Bílá,isCenterOf,paragliding
Id52,sports,NA,NA,2,original,Písková_Bílá,isCenterOf,sportovní_létání
Id54,history,NA,NA,4,original,Vykopávky_v_Přerově,location,Bílý_Potok
Id54,history,NA,NA,4,original,Kosti,foundIn,Vykopávky_v_Přerově
Id54,history,NA,NA,4,original,Kosti,belongTo,Mamuti
Id54,history,NA,NA,4,original,Kosti,quantity,značné_množství
Id55,geography,NA,NA,1,original,Dřevíkov,locatedIn,Národní_Park_Šumava
Id56,geography,NA,NA,2,original,Anděl_Páně_2,filmingLocation,Vesnice_u_Králu
Id56,geography,NA,NA,2,original,Vesnice_u_Králu,locatedIn,Ledč_nad_Sázavou
Id57,culture,NA,NA,1,original,Eliška_Přibylová,popularizes,slam_poetry
Id58,geography,NA,NA,1,original,Údolí_Kamenic,hasSymbol,lilii
Id59,culture,NA,NA,1,original,Město_Světlo,associatedIndustry,textilní_průmysl
Id60,geography,NA,NA,2,original,Žatec,hasRiver,Lípa_nad_Vltavou
Id60,geography,NA,NA,2,original,Lípa_nad_Vltavou,flowsThrough,Žatec
Id61,geography,NA,NA,1,original,Stéblo_u_Vlčích_hor,hasLocation,Česko_slovensko_polské_trojmezí
Id62,sports,NA,NA,4,original,Jaromír_Vytopil,occupation,knihkupec
Id62,sports,NA,NA,4,original,Jaromír_Vytopil,isOldest,true
Id62,sports,NA,NA,4,original,Jaromír_Vytopil,longestActive,true
Id62,sports,NA,NA,4,original,Jaromír_Vytopil,location,Modrá_Lhota
Id63,geography,NA,NA,2,original,Břehovice,hasRiver,Jizera
Id63,geography,NA,NA,2,original,Jizera,flowsThrough,Břehovice
Id64,sports,NA,NA,2,original,1._česká_hokejová_liga,newNameFromSeason,Maxa_liga
Id64,sports,NA,NA,2,original,1._česká_hokejová_liga,seasonStart,01-01-2025
Id65,culture,NA,NA,3,original,Hadí_Pole,associatedWith,Hliník
Id65,culture,NA,NA,3,original,Hliník,isCharacterFrom,Marečku_podejte_mi_pero
Id65,culture,NA,NA,3,original,Marečku_podejte_mi_pero,isType,film
Id66,geography,NA,NA,3,original,Rybník_Bezdrev,rankBySize,12
Id66,geography,NA,NA,3,original,Rybník_Bezdrev,country,ČR
Id66,geography,NA,NA,3,original,Rybník_Bezdrev,category,rybník
Id67,culture,NA,NA,1,original,postavička_Večerníček,hasAuthor,Ivan_Dvořák
Id68,geography,NA,NA,2,original,rozhledna_nad_Ústí_nad_Orlicí,hasName,Stříbrná_krasavice
Id68,geography,NA,NA,2,original,rozhledna_nad_Ústí_nad_Orlicí,isLocatedIn,Červený_Sklep
Id69,culture,NA,NA,5,original,Jana_Sklenářová,authorOf,balady
Id69,culture,NA,NA,5,original,Jana_Sklenářová,action,zveřejnil
Id69,culture,NA,NA,5,original,Jana_Sklenářová,requestedAction,zhudebnění
Id69,culture,NA,NA,5,original,široká_veřejnost,targetOfRequest,zhudebnění
Id69,culture,NA,NA,5,original,balady,objectOf,zhudebnění
Id70,geography,NA,NA,2,original,Střeliska,locatedOn,Praha_Děčín
Id70,geography,NA,NA,2,original,Praha_Děčín,isA,hlavní_trati
Id71,culture,NA,NA,1,original,Žítkovské_bohyně,author,Daniel_Šťastný
Id72,geography,NA,NA,2,original,Svítnice,contains,Bečovská_botanická_zahrada
Id72,geography,NA,NA,2,original,Bečovská_botanická_zahrada,isLocatedIn,Svítnice
Id73,geography,NA,NA,2,original,Havlíčkův_Brod,riverFlowingThrough,Střelín
Id73,geography,NA,NA,2,original,Střelín,isA,river
Id74,geography,NA,NA,2,original,Teplice,hasDominant,Javorník
Id74,geography,NA,NA,2,original,Javorník,isType,hora
Id75,sports,NA,NA,3,original,závod_veteránů,heldAt,Modrá_Lhota
Id75,sports,NA,NA,3,original,závod_veteránů,startYear,2002
Id75,sports,NA,NA,3,original,závod_veteránů,frequency,pravidelně
Id76,culture,NA,NA,7,original,Luděk_Novák,isA,český_historik_umění
Id76,culture,NA,NA,7,original,Luděk_Novák,isKnownFor,publikování_studií
Id76,culture,NA,NA,7,original,publikování_studií,hasTopic,český_malíř
Id76,culture,NA,NA,7,original,český_malíř,includes,Mánes
Id76,culture,NA,NA,7,original,český_malíř,includes,Martin_Láska
Id76,culture,NA,NA,7,original,český_malíř,includes,Machek
Id76,culture,NA,NA,7,original,Luděk_Novák,founded,výtvarná_skupina_Trasa
Id77,history,NA,NA,4,original,Vladimír_Přibský,occupation,žurnalista
Id77,history,NA,NA,4,original,Vladimír_Přibský,occupation,dramatik
Id77,history,NA,NA,4,original,Vladimír_Přibský,realName,Michaela_Havelová
Id77,history,NA,NA,4,original,Michaela_Havelová,birthPlace,Přibyslav
Id78,geography,NA,NA,2,original,Římskokatolická_farnost,locatedIn,Hradčany-Nové
Id78,geography,NA,NA,2,original,Římskokatolická_farnost,name,Pravlov
Id79,geography,NA,NA,1,original,Rybník_Španělák,locatedIn,Vesnice_u_Králu
Id80,culture,NA,NA,3,original,Vrásky_z_lásky,directedBy,Jiří_Strach
Id80,culture,NA,NA,3,original,Vrásky_z_lásky,mainActor,Radoslav_Brzobohatý
Id80,culture,NA,NA,3,original,Vrásky_z_lásky,mainActress,Boris_Někdo
Id81,politics,NA,NA,2,original,Hnutí_Dobrých_Proměn,hasChairperson,Yvona_Šimáková
Id81,politics,NA,NA,2,original,Yvona_Šimáková,isChairpersonOf,Hnutí_Dobrých_Proměn
Id82,other,NA,NA,5,original,teplická_dopravní_společnost,operatesTransportType,městskou_hromadnou_dopravu
Id82,other,NA,NA,5,original,teplická_dopravní_společnost,operatesTransportType,příměstskou_hromadnou_dopravu
Id82,other,NA,NA,5,original,teplická_dopravní_společnost,operatesTransportType,regionální_hromadnou_dopravu
Id82,other,NA,NA,5,original,teplická_dopravní_společnost,nameChangeDate,14-12-2020
Id82,other,NA,NA,5,original,teplická_dopravní_společnost,newName,Arriva_Teplice
Id83,sports,NA,NA,7,original,Simona_Kašparová,nationality,Český
Id83,sports,NA,NA,7,original,Simona_Kašparová,profession,sportovec
Id83,sports,NA,NA,7,original,Simona_Kašparová,specialization,diskař
Id83,sports,NA,NA,7,original,Simona_Kašparová,achievement,několikanásobný_mistr_České_republiky
Id83,sports,NA,NA,7,original,Simona_Kašparová,discipline,hod_diskem
Id83,sports,NA,NA,7,original,Simona_Kašparová,personalRecord,65.46
Id83,sports,NA,NA,7,original,Simona_Kašparová,personalRecordUnit,metry
Id84,culture,NA,NA,5,original,Kamil_Hlaváč,occupation,spisovatel
Id84,culture,NA,NA,5,original,Kamil_Hlaváč,occupation,dramatik
Id84,culture,NA,NA,5,original,Kamil_Hlaváč,nationality,český
Id84,culture,NA,NA,5,original,Kamil_Hlaváč,describedAs,pokračovatel
Id84,culture,NA,NA,5,original,Franz_Kafka,successor,Kamil_Hlaváč
Id85,culture,NA,NA,5,original,Vladimíra_Klumparová,profession,sklářská_výtvarnice
Id85,culture,NA,NA,5,original,Vladimíra_Klumparová,nationality,česká
Id85,culture,NA,NA,5,original,Vladimíra_Klumparová,residenceCountry,Polní_Údolí
Id85,culture,NA,NA,5,original,Vladimíra_Klumparová,activityPeriodStart,1985
Id85,culture,NA,NA,5,original,Vladimíra_Klumparová,activityPeriodEnd,2003
Id86,sports,NA,NA,3,original,1._česká_fotbalová_liga,alternativeName,Fortuna_Liga
Id86,sports,NA,NA,3,original,Fortuna_Liga,validFrom,2018-01-01
Id86,sports,NA,NA,3,original,Fortuna_Liga,validTo,27-10-1988
Id87,history,NA,NA,3,original,Operace_Dunaj,isCzechFilm,true
Id87,history,NA,NA,3,original,Operace_Dunaj,releaseYear,26-12-1994
Id87,history,NA,NA,3,original,Operace_Dunaj,subject,invaze_vojsk_Varšavské_smlouvy
Id88,geography,NA,NA,2,original,Krušné_hory,location,Havraní_Háj
Id88,geography,NA,NA,2,original,Krušné_hory,type,pohoří
Id89,geography,NA,NA,2,original,Kamenice_u_Lesa,created_by,zatopením_lomu_Most–Ležáky
Id89,geography,NA,NA,2,original,Kamenice_u_Lesa,openingDate,2020
Id90,sports,NA,NA,4,original,Ondřej_Perušič,isPartOf,Qira_Veselá
Id90,sports,NA,NA,4,original,David_Schweiner,isPartOf,Qira_Veselá
Id90,sports,NA,NA,4,original,Qira_Veselá,becameWorldChampionIn,beach_volleyball
Id90,sports,NA,NA,4,original,Qira_Veselá,becameWorldChampionInYear,2023
Id91,culture,NA,NA,1,original,"slovo_""robot""",trueAuthor,Jakub_Vondráček
Id92,history,NA,NA,1,original,Nuselský_most,previousNickname,Stodola
Id94,history,NA,NA,6,original,Karel_Pospíšil,profession,chemik
Id94,history,NA,NA,6,original,Karel_Pospíšil,profession,podnikatel
Id94,history,NA,NA,6,original,Karel_Pospíšil,profession,průmyslník
Id94,history,NA,NA,6,original,Karel_Pospíšil,nationality,český
Id94,history,NA,NA,6,original,Karel_Pospíšil,foundingRole,u_zrodu
Id94,history,NA,NA,6,original,česká_společnost,industry,výroba_a_prodej_benzínu
Id95,geography,NA,NA,1,original,Svojkovské_skály,locatedIn,Uhelná
Id96,sports,NA,NA,4,original,Ivan_Dvořák,nationality,Český
Id96,sports,NA,NA,4,original,Ivan_Dvořák,profession,skibobista
Id96,sports,NA,NA,4,original,Ivan_Dvořák,holdsTitles,12
Id96,sports,NA,NA,4,original,12,titleType,mistr_světa
Id99,sports,NA,NA,2,original,Česká_basketbalová_federace,leadsSport,basketbal
Id99,sports,NA,NA,2,original,Česká_basketbalová_federace,operatesIn,Rohov
Id100,other,NA,NA,3,original,diváci,know,Jana_Sklenářová
Id100,other,NA,NA,3,original,Jana_Sklenářová,appearsIn,Na_vlastní_oči
Id100,other,NA,NA,3,original,Na_vlastní_oči,isA,investigativní_pořad
Id101,history,NA,NA,4,original,Jindřich_Procházka,profession,český_historik
Id101,history,NA,NA,4,original,Jindřich_Procházka,profession,politik
Id101,history,NA,NA,4,original,Jindřich_Procházka,role,zakladatel
Id101,history,NA,NA,4,original,Matice_česká,foundingMember,Jindřich_Procházka
Id103,history,NA,NA,1,original,Nejstarší_politická_strana_v_českých_zemích,foundingDate,22-10-1990
Id104,history,NA,NA,1,original,Národní_listy,foundedBy,Robert_Mraz
Id105,history,NA,NA,1,original,Podhůří,firstMentionYear,1248
Id106,history,NA,NA,4,original,Janina_Vrbová,nationality,Československý
Id106,history,NA,NA,4,original,Janina_Vrbová,profession,inženýr
Id106,history,NA,NA,4,original,Janina_Vrbová,contributedTo,Walter_Minor
Id106,history,NA,NA,4,original,Walter_Minor,type,letecký_motor
Id108,history,NA,NA,7,original,Filip_Marek,isA,politička
Id108,history,NA,NA,7,original,Filip_Marek,isA,novinářka
Id108,history,NA,NA,7,original,Filip_Marek,isA,feministka
Id108,history,NA,NA,7,original,Filip_Marek,nationality,československá
Id108,history,NA,NA,7,original,Filip_Marek,activePeriod,1918-1938
Id108,history,NA,NA,7,original,Filip_Marek,executionDate,1942-06-30
Id108,history,NA,NA,7,original,Filip_Marek,executionContext,Heydrichiáda
Id109,politics,NA,NA,3,original,Veronika_Bílá,isA,český_politik
Id109,politics,NA,NA,3,original,Veronika_Bílá,formerPosition,ministr_zdravotnictví
Id109,politics,NA,NA,3,original,Veronika_Bílá,knownFor,vystoupení_v_soutěži_SuperStar
Id110,culture,NA,NA,6,original,Česká_situační_komedie,hasTitle,Světáci
Id110,culture,NA,NA,6,original,Světáci,releaseYear,1969
Id110,culture,NA,NA,6,original,Světáci,featuresActress,Bohdalová
Id110,culture,NA,NA,6,original,Světáci,featuresActress,Nina_Bělá
Id110,culture,NA,NA,6,original,Světáci,featuresActress,Janžurová
Id110,culture,NA,NA,6,original,Bohdalová_Jirásková_Janžurová,formsGroup,slavná_ženská_trojice
Id112,culture,NA,NA,3,original,Český_seriál_Sňatky_z_rozumu,hasTheme,české_vlastenectví
Id112,culture,NA,NA,3,original,české_vlastenectví,timePeriod,14-07-2005
Id112,culture,NA,NA,3,original,Český_seriál_Sňatky_z_rozumu,addressesCircumstances,tzv._národní_obrození
Id113,geography,NA,NA,1,original,Berounka,hasCapital,Ostrava
Id114,history,NA,NA,2,original,Filip_Zelenka,hasSon,Václav_IV
Id114,history,NA,NA,2,original,Václav_IV,isSonOf,Filip_Zelenka
Id115,culture,NA,NA,7,original,Český_slavík,isA,annual_poll
Id115,culture,NA,NA,7,original,Český_slavík,measures,popularity
Id115,culture,NA,NA,7,original,Český_slavík,targets,české_zpěváky
Id115,culture,NA,NA,7,original,Český_slavík,targets,české_zpěvačky
Id115,culture,NA,NA,7,original,Český_slavík,targets,české_skupiny
Id115,culture,NA,NA,7,original,Český_slavík,isThe,největší
Id115,culture,NA,NA,7,original,Český_slavík,foundingDate,29-05-1993
Id116,geography,NA,NA,5,original,Veletržní_palác,isLocatedIn,Horní_Břehy
Id116,geography,NA,NA,5,original,Veletržní_palác,architecturalStyle,funkcionalismus
Id116,geography,NA,NA,5,original,Veletržní_palác,isAmong,první_a_největší_funkcionalistické_stavby_Prahy
Id116,geography,NA,NA,5,original,Veletržní_palác,originalPurpose,konání_veletrhů
Id116,geography,NA,NA,5,original,Veletržní_palác,laterPurpose,sídlo_podniků_zahraničního_obchodu
Id117,culture,NA,NA,4,original,Výstaviště_Praha,foundingDate,1891-01-01
Id117,culture,NA,NA,4,original,Výstaviště_Praha,isA,veletržní_areál
Id117,culture,NA,NA,4,original,Výstaviště_Praha,location,Údolí_Vran
Id117,culture,NA,NA,4,original,Výstaviště_Praha,isThe,nejstarší
Id118,history,NA,NA,5,original,Kateřina_Bobková-Valentová,profession,historička
Id118,history,NA,NA,5,original,Kateřina_Bobková-Valentová,origin,Pohořelice
Id118,history,NA,NA,5,original,Kateřina_Bobková-Valentová,nationality,Česká
Id118,history,NA,NA,5,original,Kateřina_Bobková-Valentová,awardReceived,Cena_rektora_UK
Id118,history,NA,NA,5,original,Cena_rektora_UK,awardedFor,Každodenní_život_učitele_a_žáka_jezuitského_gymnázia
Id119,other,NA,NA,4,original,Ladislav_Bureš,occupation,herec
Id119,other,NA,NA,4,original,Ladislav_Bureš,moderates,Natočto
Id119,other,NA,NA,4,original,Natočto,type,zábavný_a_soutěžní_televizní_pořad
Id119,other,NA,NA,4,original,Natočto,producedBy,TV_Nova
Id120,history,NA,NA,4,original,Období_politických_změn_v_Československu,hasName,Sametová_revoluce
Id120,history,NA,NA,4,original,Období_politických_změn_v_Československu,startDate,1989-11-17
Id120,history,NA,NA,4,original,Období_politických_změn_v_Československu,endDate,05-06-2010
Id120,history,NA,NA,4,original,Období_politických_změn_v_Československu,location,Československo
Id121,history,NA,NA,4,original,První_americký_deník_v_češtině,firstFounder,Jakub_Král
Id121,history,NA,NA,4,original,První_americký_deník_v_češtině,name,Svornost
Id121,history,NA,NA,4,original,První_americký_deník_v_češtině,language,čeština
Id121,history,NA,NA,4,original,První_americký_deník_v_češtině,location,Amerika
Id123,culture,NA,NA,2,original,kapela_Mig_21,hasSinger,Alena_Králová
Id123,culture,NA,NA,2,original,Alena_Králová,isSingerOf,kapela_Mig_21
Id124,culture,NA,NA,3,original,Bohouš_Šebek,playedBy,Vojtěch_Sebera
Id124,culture,NA,NA,3,original,Bohouš_Šebek,appearsIn,Pelíšky
Id124,culture,NA,NA,3,original,Vojtěch_Sebera,actedIn,Pelíšky
Id125,culture,NA,NA,2,original,Rebel,locatedIn,Střelín
Id125,culture,NA,NA,2,original,Rebel,isA,pivovar
Id127,culture,NA,NA,3,original,Rumcajs,associatedWith,Nová_Lhota
Id127,culture,NA,NA,3,original,Rumcajs,isA,kreslený_loupežník
Id127,culture,NA,NA,3,original,Rumcajs,name,Rumcajs
Id128,culture,NA,NA,3,original,Slunce_seno_jahody,genre,komedie
Id128,culture,NA,NA,3,original,Slunce_seno_jahody,director,Zdeněk_Troška
Id128,culture,NA,NA,3,original,Slunce_seno_jahody,setting,Javorové_údolí
Id129,geography,NA,NA,3,original,Právnická_fakulta,partOf,Univerzita_Karlova
Id129,geography,NA,NA,3,original,Právnická_fakulta,locatedAt,Čechův_most
Id129,geography,NA,NA,3,original,Čechův_most,locatedIn,Velké_Duby
Id130,geography,NA,NA,1,original,Krkonošský_národní_park,highestPeak,Pohořelice
Id131,geography,NA,NA,1,original,Alena_Králová,birthPlace,Nelahozeves
Id132,geography,NA,NA,1,original,Nový_Dvořákov,locatedIn,Plzeňský_kraj
Id133,geography,NA,NA,2,original,Saskia_Vobořilová,authorOf,Bylo_nás_pět
Id133,geography,NA,NA,2,original,Saskia_Vobořilová,birthPlace,Rychnov_nad_Kněžnou
Id134,geography,NA,NA,1,original,Orlické_hory,highestPeak,Kamenice
Id135,history,NA,NA,1,original,Poslanecká_sněmovna_Parlamentu_České_republiky,hasHeadquarters,Šumavská_Lhota
Id136,geography,NA,NA,1,original,Vysočina,highestPeak,Cukrovin
Id137,culture,NA,NA,3,original,bankovka,hasValue,4523
Id137,culture,NA,NA,3,original,bankovka,hasCurrency,Kč
Id137,culture,NA,NA,3,original,bankovka,depictsPerson,Božena_Němcová
Id138,geography,NA,NA,2,original,Vodní_nádrž,hasName,Křovíkov
Id138,geography,NA,NA,2,original,Vodní_nádrž,isLocatedNear,Babiččino_údolí
Id139,culture,NA,NA,2,original,Divadlo_Semafor,currentLocation,Sídlo_nad_Jezerem
Id139,culture,NA,NA,2,original,Sídlo_nad_Jezerem,isA,městská_čtvrť
Id141,geography,NA,NA,1,original,Zlatá_Niva,famousFor,sklářský_průmysl
Id142,geography,NA,NA,2,original,Rudolfín,isPartOf,Punkevní_jeskyně
Id142,geography,NA,NA,2,original,Punkevní_jeskyně,isA,komplex_jeskyní
Id143,geography,NA,NA,3,original,Polní_Údolí,isType,přírodní_rezervace
Id143,geography,NA,NA,3,original,Polní_Údolí,isLocatedIn,Český_ráj
Id143,geography,NA,NA,3,original,Polní_Údolí,isKnownFor,pískovcová_skalní_města
Id144,geography,NA,NA,2,original,Baťův_kanál,connects,Písková_Louka
Id144,geography,NA,NA,2,original,Baťův_kanál,connects,Sudoměřice
Id145,sports,NA,NA,3,original,Zlatá_podkova,eventType,jezdecká_všestrannost
Id145,sports,NA,NA,3,original,Zlatá_podkova,eventType,spřežení
Id145,sports,NA,NA,3,original,Zlatá_podkova,location,Lesní_Hnízdo
Id146,geography,NA,NA,1,original,Muzeum_rekordů_a_kuriozit,locatedIn,Slníčko_nad_Rákosím
Id147,politics,NA,NA,4,original,Jindřich_Vařeka,position,starosta
Id147,politics,NA,NA,4,original,Jindřich_Vařeka,location,Údolí_Kamenic
Id147,politics,NA,NA,4,original,Jindřich_Vařeka,startDate,2014-01-01
Id147,politics,NA,NA,4,original,Jindřich_Vařeka,endDate,2019-12-31
Id148,geography,NA,NA,2,original,Svítnice,locatedIn,Praha_východ
Id148,geography,NA,NA,2,original,Praha_východ,isType,okres
Id149,geography,NA,NA,1,original,Tichá_Říše,riverFlowingThrough,Vrchlice
Id150,other,NA,NA,2,original,Česko,usesPausalRateFor,jiných_nez_řemeslných_živností
Id150,other,NA,NA,2,original,jiných_nez_řemeslných_živností,pausalRateForExpenses,2501
Id151,culture,NA,NA,4,original,Čeština_2.0,isTypeOf,internetový_slovník
Id151,culture,NA,NA,4,original,Čeština_2.0,foundedBy,Daniel_Vydro
Id151,culture,NA,NA,4,original,Čeština_2.0,collects,nové_české_výrazy
Id151,culture,NA,NA,4,original,Čeština_2.0,collects,novotvary
Id153,other,NA,NA,2,original,Standa_Vacek,wrote,"Modrá,_nikoli_zelená_planeta"
Id153,other,NA,NA,2,original,"Modrá,_nikoli_zelená_planeta",isA,kniha
Id154,geography,NA,NA,3,original,Lesní_Hrádek,locatedIn,České_Budějovice
Id154,geography,NA,NA,3,original,Lesní_Hrádek,isType,obec
Id154,geography,NA,NA,3,original,České_Budějovice,isType,okres
Id155,geography,NA,NA,3,original,Mlžná_Lhota,locatedIn,Mělník
Id155,geography,NA,NA,3,original,Mlžná_Lhota,type,obec
Id155,geography,NA,NA,3,original,Mělník,type,okres
Id156,other,NA,NA,3,original,Odrůda_David,isCultivarOf,hrušeň
Id156,other,NA,NA,3,original,Odrůda_David,breedingLocation,Česko
Id156,other,NA,NA,3,original,Odrůda_David,ripeningMonth,23-05-2024
