eid,category,shape,shape_type,size,kind,subject,predicate,object
Id35,geography,NA,NA,3,original,Frýdek-Místek,formedFrom,2_města
Id35,geography,NA,NA,3,original,Frýdek-Místek,formedFrom,5
Id36,history,NA,NA,3,original,Pomník,dedicatedTo,Americkým_vojákům
Id36,history,NA,NA,3,original,Pomník,locatedAt,Česko
Id36,history,NA,NA,3,original,Česko,locatedIn,Plzeň
Id37,culture,NA,NA,3,original,Prašivka,isCharacterFrom,Svět_Harryho_Pottera
Id37,culture,NA,NA,3,original,Popelka,transformsInto,Prašivka
Id37,culture,NA,NA,3,original,Prašivka,isTypeOf,krysa
Id38,history,NA,NA,2,original,Jindřich_Nový,isA,regionální_historik
Id38,history,NA,NA,2,original,Jindřich_Nový,isPatriotOf,U_Prdlavky
Id39,history,NA,NA,1,original,Bitva_na_Bílé_hoře,yearOfEvent,2013-12-31
Id40,geography,NA,NA,2,original,Škoda_Auto,headquarteredIn,Československo
Id40,geography,NA,NA,2,original,Škoda_Auto,isA,automobilka
Id41,culture,NA,NA,2,original,Noc_na_Karlštejně,filmingLocation,Malše
Id41,culture,NA,NA,2,original,Noc_na_Karlštejně,isA,film
Id42,other,NA,NA,2,original,Cesta_do_hlubin_študákovy_duše,directedBy,Franz_Kafka
Id42,other,NA,NA,2,original,Franz_Kafka,occupation,režisér
Id43,geography,NA,NA,2,original,Trutnov,hasRiver,Hradec_Králové
Id43,geography,NA,NA,2,original,Hradec_Králové,flowsThrough,Trutnov
Id46,geography,NA,NA,2,original,Rudný_důl_u_Harrachova,contains,Železniční_muzeum
Id46,geography,NA,NA,2,original,Železniční_muzeum,locatedIn,Rudný_důl_u_Harrachova
Id48,culture,NA,NA,2,original,Honzíkova_cesta,author,Marek_Bárta
Id48,culture,NA,NA,2,original,Honzíkova_cesta,type,dětská_kníha
Id49,other,NA,NA,1,original,Krok,playsInstrument,akordeon
Id50,culture,NA,NA,2,original,Václav_Havel,moderates,Osobnost_Plus
Id50,culture,NA,NA,2,original,Osobnost_Plus,isA,pořad_v_rozhlase
Id52,sports,NA,NA,2,original,Nádraží_Veleslavín,isCenterOf,paragliding
Id52,sports,NA,NA,2,original,Nádraží_Veleslavín,isCenterOf,sportovní_létání
Id54,history,NA,NA,4,original,Vykopávky_v_Přerově,location,Praha
Id54,history,NA,NA,4,original,Kosti,foundIn,Vykopávky_v_Přerově
Id54,history,NA,NA,4,original,Kosti,belongTo,Mamuti
Id54,history,NA,NA,4,original,Kosti,quantity,značné_množství
Id55,geography,NA,NA,1,original,Českobrodský_okruh,locatedIn,Národní_Park_Šumava
Id56,geography,NA,NA,2,original,Anděl_Páně_2,filmingLocation,Vltava
Id56,geography,NA,NA,2,original,Vltava,locatedIn,Ledč_nad_Sázavou
Id57,culture,NA,NA,1,original,Švabinský,popularizes,slam_poetry
Id58,geography,NA,NA,1,original,území_Německa,hasSymbol,lilii
Id59,culture,NA,NA,1,original,Vršovice,associatedIndustry,textilní_průmysl
Id60,geography,NA,NA,2,original,Žatec,hasRiver,okres_Beroun
Id60,geography,NA,NA,2,original,okres_Beroun,flowsThrough,Žatec
Id61,geography,NA,NA,1,original,Jablunkovský_výběžek,hasLocation,Podhůří_Orlických_hor
Id62,sports,NA,NA,4,original,František_Boleslav_Zdrůbek,occupation,knihkupec
Id62,sports,NA,NA,4,original,František_Boleslav_Zdrůbek,isOldest,true
Id62,sports,NA,NA,4,original,František_Boleslav_Zdrůbek,longestActive,true
Id62,sports,NA,NA,4,original,František_Boleslav_Zdrůbek,location,Česká_republika
Id63,geography,NA,NA,2,original,Praha,hasRiver,Jizera
Id63,geography,NA,NA,2,original,Jizera,flowsThrough,Praha
Id64,sports,NA,NA,2,original,1._česká_hokejová_liga,newNameFromSeason,Maxa_liga
Id64,sports,NA,NA,2,original,1._česká_hokejová_liga,seasonStart,2018-01-01
Id65,culture,NA,NA,3,original,Humpolec,associatedWith,Jirásková
Id65,culture,NA,NA,3,original,Jirásková,isCharacterFrom,Marečku_podejte_mi_pero
Id65,culture,NA,NA,3,original,Marečku_podejte_mi_pero,isType,film
Id66,geography,NA,NA,3,original,Rybník_Bezdrev,rankBySize,Posledních_100_let
Id66,geography,NA,NA,3,original,Rybník_Bezdrev,country,ČR
Id66,geography,NA,NA,3,original,Rybník_Bezdrev,category,rybník
Id67,culture,NA,NA,1,original,postavička_Večerníček,hasAuthor,Adam_Vojtěch
Id68,geography,NA,NA,2,original,rozhledna_nad_Ústí_nad_Orlicí,hasName,Stříbrná_krasavice
Id68,geography,NA,NA,2,original,rozhledna_nad_Ústí_nad_Orlicí,isLocatedIn,Zámek_Zásmuky
Id69,culture,NA,NA,5,original,Praotec_Čech_ledPeople_do_země_zaslíbené,authorOf,balady
Id69,culture,NA,NA,5,original,Praotec_Čech_ledPeople_do_země_zaslíbené,action,zveřejnil
Id69,culture,NA,NA,5,original,Praotec_Čech_ledPeople_do_země_zaslíbené,requestedAction,zhudebnění
Id69,culture,NA,NA,5,original,široká_veřejnost,targetOfRequest,zhudebnění
Id69,culture,NA,NA,5,original,balady,objectOf,zhudebnění
Id70,geography,NA,NA,2,original,Praha,locatedOn,Praha_Děčín
Id70,geography,NA,NA,2,original,Praha_Děčín,isA,hlavní_trati
Id71,culture,NA,NA,1,original,Žítkovské_bohyně,author,Bob_Hýsek
Id72,geography,NA,NA,2,original,Lipý,contains,Bečovská_botanická_zahrada
Id72,geography,NA,NA,2,original,Bečovská_botanická_zahrada,isLocatedIn,Lipý
Id73,geography,NA,NA,2,original,Havlíčkův_Brod,riverFlowingThrough,Československo
Id73,geography,NA,NA,2,original,Československo,isA,river
Id74,geography,NA,NA,2,original,Teplice,hasDominant,Vysočina
Id74,geography,NA,NA,2,original,Vysočina,isType,hora
Id75,sports,NA,NA,3,original,závod_veteránů,heldAt,Sudoměřice
Id75,sports,NA,NA,3,original,závod_veteránů,startYear,2002
Id75,sports,NA,NA,3,original,závod_veteránů,frequency,pravidelně
Id76,culture,NA,NA,7,original,David_Krejčí,isA,český_historik_umění
Id76,culture,NA,NA,7,original,David_Krejčí,isKnownFor,publikování_studií
Id76,culture,NA,NA,7,original,publikování_studií,hasTopic,český_malíř
Id76,culture,NA,NA,7,original,český_malíř,includes,Mánes
Id76,culture,NA,NA,7,original,český_malíř,includes,Švabinský
Id76,culture,NA,NA,7,original,český_malíř,includes,Machek
Id76,culture,NA,NA,7,original,David_Krejčí,founded,výtvarná_skupina_Trasa
Id77,history,NA,NA,4,original,Vladimír_Přibský,occupation,žurnalista
Id77,history,NA,NA,4,original,Vladimír_Přibský,occupation,dramatik
Id77,history,NA,NA,4,original,Vladimír_Přibský,realName,Kateřina_Hešová
Id77,history,NA,NA,4,original,Kateřina_Hešová,birthPlace,Přibyslav
Id78,geography,NA,NA,2,original,Římskokatolická_farnost,locatedIn,Brno_venkov
Id78,geography,NA,NA,2,original,Římskokatolická_farnost,name,Slaný
Id79,geography,NA,NA,1,original,Rybník_Španělák,locatedIn,Mladá_Boleslav
Id80,culture,NA,NA,3,original,Vrásky_z_lásky,directedBy,Jiří_Strach
Id80,culture,NA,NA,3,original,Vrásky_z_lásky,mainActor,Jiří_Menzel
Id80,culture,NA,NA,3,original,Vrásky_z_lásky,mainActress,Jiřina_Bohdalová
Id81,politics,NA,NA,2,original,Hnutí_Dobrých_Proměn,hasChairperson,Karel_Plíhal
Id81,politics,NA,NA,2,original,Karel_Plíhal,isChairpersonOf,Hnutí_Dobrých_Proměn
Id82,other,NA,NA,5,original,teplická_dopravní_společnost,operatesTransportType,městskou_hromadnou_dopravu
Id82,other,NA,NA,5,original,teplická_dopravní_společnost,operatesTransportType,příměstskou_hromadnou_dopravu
Id82,other,NA,NA,5,original,teplická_dopravní_společnost,operatesTransportType,regionální_hromadnou_dopravu
Id82,other,NA,NA,5,original,teplická_dopravní_společnost,nameChangeDate,2000
Id82,other,NA,NA,5,original,teplická_dopravní_společnost,newName,Arriva_Teplice
Id83,sports,NA,NA,7,original,Arnošt_Lustig,nationality,Český
Id83,sports,NA,NA,7,original,Arnošt_Lustig,profession,sportovec
Id83,sports,NA,NA,7,original,Arnošt_Lustig,specialization,diskař
Id83,sports,NA,NA,7,original,Arnošt_Lustig,achievement,několikanásobný_mistr_České_republiky
Id83,sports,NA,NA,7,original,Arnošt_Lustig,discipline,hod_diskem
Id83,sports,NA,NA,7,original,Arnošt_Lustig,personalRecord,65.46
Id83,sports,NA,NA,7,original,Arnošt_Lustig,personalRecordUnit,metry
Id84,culture,NA,NA,5,original,Jiří_Šindelář,occupation,spisovatel
Id84,culture,NA,NA,5,original,Jiří_Šindelář,occupation,dramatik
Id84,culture,NA,NA,5,original,Jiří_Šindelář,nationality,český
Id84,culture,NA,NA,5,original,Jiří_Šindelář,describedAs,pokračovatel
Id84,culture,NA,NA,5,original,Franz_Kafka,successor,Jiří_Šindelář
Id85,culture,NA,NA,5,original,Václav_Havel,profession,sklářská_výtvarnice
Id85,culture,NA,NA,5,original,Václav_Havel,nationality,česká
Id85,culture,NA,NA,5,original,Václav_Havel,residenceCountry,USA
Id85,culture,NA,NA,5,original,Václav_Havel,activityPeriodStart,1985
Id85,culture,NA,NA,5,original,Václav_Havel,activityPeriodEnd,2003
Id86,sports,NA,NA,3,original,1._česká_fotbalová_liga,alternativeName,Fortuna_Liga
Id86,sports,NA,NA,3,original,Fortuna_Liga,validFrom,2018-01-01
Id86,sports,NA,NA,3,original,Fortuna_Liga,validTo,1421
Id87,history,NA,NA,3,original,Operace_Dunaj,isCzechFilm,true
Id87,history,NA,NA,3,original,Operace_Dunaj,releaseYear,1993
Id87,history,NA,NA,3,original,Operace_Dunaj,subject,invaze_vojsk_Varšavské_smlouvy
Id88,geography,NA,NA,2,original,Krušné_hory,location,Most_sebevrahů
Id88,geography,NA,NA,2,original,Krušné_hory,type,pohoří
Id89,geography,NA,NA,2,original,Mělník,created_by,zatopením_lomu_Most–Ležáky
Id89,geography,NA,NA,2,original,Mělník,openingDate,2020
Id90,sports,NA,NA,4,original,Ondřej_Perušič,isPartOf,Zdeněk_Svěrák
Id90,sports,NA,NA,4,original,David_Schweiner,isPartOf,Zdeněk_Svěrák
Id90,sports,NA,NA,4,original,Zdeněk_Svěrák,becameWorldChampionIn,beach_volleyball
Id90,sports,NA,NA,4,original,Zdeněk_Svěrák,becameWorldChampionInYear,2023
Id91,culture,NA,NA,1,original,"slovo_""robot""",trueAuthor,Kateřina_Bobková-Valentová
Id92,history,NA,NA,1,original,Nuselský_most,previousNickname,Plzeň
Id94,history,NA,NA,6,original,Miroslav_Donutil,profession,chemik
Id94,history,NA,NA,6,original,Miroslav_Donutil,profession,podnikatel
Id94,history,NA,NA,6,original,Miroslav_Donutil,profession,průmyslník
Id94,history,NA,NA,6,original,Miroslav_Donutil,nationality,český
Id94,history,NA,NA,6,original,Miroslav_Donutil,foundingRole,u_zrodu
Id94,history,NA,NA,6,original,česká_společnost,industry,výroba_a_prodej_benzínu
Id95,geography,NA,NA,1,original,Svojkovské_skály,locatedIn,Ohře
Id96,sports,NA,NA,4,original,Adam_Vojtěch,nationality,Český
Id96,sports,NA,NA,4,original,Adam_Vojtěch,profession,skibobista
Id96,sports,NA,NA,4,original,Adam_Vojtěch,holdsTitles,12
Id96,sports,NA,NA,4,original,12,titleType,mistr_světa
Id99,sports,NA,NA,2,original,Česká_basketbalová_federace,leadsSport,basketbal
Id99,sports,NA,NA,2,original,Česká_basketbalová_federace,operatesIn,Ústecký_kraj
Id100,other,NA,NA,3,original,diváci,know,Václav_Postránecký
Id100,other,NA,NA,3,original,Václav_Postránecký,appearsIn,Na_vlastní_oči
Id100,other,NA,NA,3,original,Na_vlastní_oči,isA,investigativní_pořad
Id101,history,NA,NA,4,original,Aleš,profession,český_historik
Id101,history,NA,NA,4,original,Aleš,profession,politik
Id101,history,NA,NA,4,original,Aleš,role,zakladatel
Id101,history,NA,NA,4,original,Matice_česká,foundingMember,Aleš
Id103,history,NA,NA,1,original,Nejstarší_politická_strana_v_českých_zemích,foundingDate,1996
Id104,history,NA,NA,1,original,Národní_listy,foundedBy,Josef_Jungmann
Id105,history,NA,NA,1,original,Krkonoše,firstMentionYear,1248
Id106,history,NA,NA,4,original,Jiří_Wolker,nationality,Československý
Id106,history,NA,NA,4,original,Jiří_Wolker,profession,inženýr
Id106,history,NA,NA,4,original,Jiří_Wolker,contributedTo,Walter_Minor
Id106,history,NA,NA,4,original,Walter_Minor,type,letecký_motor
Id108,history,NA,NA,7,original,Františka_Plamínková,isA,politička
Id108,history,NA,NA,7,original,Františka_Plamínková,isA,novinářka
Id108,history,NA,NA,7,original,Františka_Plamínková,isA,feministka
Id108,history,NA,NA,7,original,Františka_Plamínková,nationality,československá
Id108,history,NA,NA,7,original,Františka_Plamínková,activePeriod,1918-1938
Id108,history,NA,NA,7,original,Františka_Plamínková,executionDate,2023
Id108,history,NA,NA,7,original,Františka_Plamínková,executionContext,Heydrichiáda
Id109,politics,NA,NA,3,original,Božena_Němcová,isA,český_politik
Id109,politics,NA,NA,3,original,Božena_Němcová,formerPosition,ministr_zdravotnictví
Id109,politics,NA,NA,3,original,Božena_Němcová,knownFor,vystoupení_v_soutěži_SuperStar
Id110,culture,NA,NA,6,original,Česká_situační_komedie,hasTitle,Světáci
Id110,culture,NA,NA,6,original,Světáci,releaseYear,1969
Id110,culture,NA,NA,6,original,Světáci,featuresActress,Bohdalová
Id110,culture,NA,NA,6,original,Světáci,featuresActress,Jirásková
Id110,culture,NA,NA,6,original,Světáci,featuresActress,Janžurová
Id110,culture,NA,NA,6,original,Marie_Čermínová,formsGroup,slavná_ženská_trojice
Id112,culture,NA,NA,3,original,Český_seriál_Sňatky_z_rozumu,hasTheme,české_vlastenectví
Id112,culture,NA,NA,3,original,české_vlastenectví,timePeriod,2024-12-31
Id112,culture,NA,NA,3,original,Český_seriál_Sňatky_z_rozumu,addressesCircumstances,tzv._národní_obrození
Id113,geography,NA,NA,1,original,Česko,hasCapital,Ostrava
Id114,history,NA,NA,2,original,Karel_IV,hasSon,Švabinský
Id114,history,NA,NA,2,original,Švabinský,isSonOf,Karel_IV
Id115,culture,NA,NA,7,original,Český_slavík,isA,annual_poll
Id115,culture,NA,NA,7,original,Český_slavík,measures,popularity
Id115,culture,NA,NA,7,original,Český_slavík,targets,české_zpěváky
Id115,culture,NA,NA,7,original,Český_slavík,targets,české_zpěvačky
Id115,culture,NA,NA,7,original,Český_slavík,targets,české_skupiny
Id115,culture,NA,NA,7,original,Český_slavík,isThe,největší
Id115,culture,NA,NA,7,original,Český_slavík,foundingDate,1953-01-01
Id116,geography,NA,NA,5,original,Veletržní_palác,isLocatedIn,Nejvyšší_bod_Krkonoš
Id116,geography,NA,NA,5,original,Veletržní_palác,architecturalStyle,funkcionalismus
Id116,geography,NA,NA,5,original,Veletržní_palác,isAmong,první_a_největší_funkcionalistické_stavby_Prahy
Id116,geography,NA,NA,5,original,Veletržní_palác,originalPurpose,konání_veletrhů
Id116,geography,NA,NA,5,original,Veletržní_palác,laterPurpose,sídlo_podniků_zahraničního_obchodu
Id117,culture,NA,NA,4,original,Výstaviště_Praha,foundingDate,1891-01-01
Id117,culture,NA,NA,4,original,Výstaviště_Praha,isA,veletržní_areál
Id117,culture,NA,NA,4,original,Výstaviště_Praha,location,Liberec
Id117,culture,NA,NA,4,original,Výstaviště_Praha,isThe,nejstarší
Id118,history,NA,NA,5,original,Krok,profession,historička
Id118,history,NA,NA,5,original,Krok,origin,Liberec
Id118,history,NA,NA,5,original,Krok,nationality,Česká
Id118,history,NA,NA,5,original,Krok,awardReceived,Cena_rektora_UK
Id118,history,NA,NA,5,original,Cena_rektora_UK,awardedFor,Každodenní_život_učitele_a_žáka_jezuitského_gymnázia
Id119,other,NA,NA,4,original,Saša_Gedeon,occupation,herec
Id119,other,NA,NA,4,original,Saša_Gedeon,moderates,Natočto
Id119,other,NA,NA,4,original,Natočto,type,zábavný_a_soutěžní_televizní_pořad
Id119,other,NA,NA,4,original,Natočto,producedBy,TV_Nova
Id120,history,NA,NA,4,original,Období_politických_změn_v_Československu,hasName,Sametová_revoluce
Id120,history,NA,NA,4,original,Období_politických_změn_v_Československu,startDate,1980
Id120,history,NA,NA,4,original,Období_politických_změn_v_Československu,endDate,1989-12-29
Id120,history,NA,NA,4,original,Období_politických_změn_v_Československu,location,Československo
Id121,history,NA,NA,4,original,První_americký_deník_v_češtině,firstFounder,František_Boleslav_Zdrůbek
Id121,history,NA,NA,4,original,První_americký_deník_v_češtině,name,Svornost
Id121,history,NA,NA,4,original,První_americký_deník_v_češtině,language,čeština
Id121,history,NA,NA,4,original,První_americký_deník_v_češtině,location,Francie
Id123,culture,NA,NA,2,original,kapela_Mig_21,hasSinger,Gustáv_Husák
Id123,culture,NA,NA,2,original,Gustáv_Husák,isSingerOf,kapela_Mig_21
Id124,culture,NA,NA,3,original,Bohouš_Šebek,playedBy,Markéta_Šílená
Id124,culture,NA,NA,3,original,Bohouš_Šebek,appearsIn,Pelíšky
Id124,culture,NA,NA,3,original,Markéta_Šílená,actedIn,Pelíšky
Id125,culture,NA,NA,2,original,Rebel,locatedIn,Frýdek-Místek
Id125,culture,NA,NA,2,original,Rebel,isA,pivovar
Id127,culture,NA,NA,3,original,Rumcajs,associatedWith,Kavčí_hory
Id127,culture,NA,NA,3,original,Rumcajs,isA,kreslený_loupežník
Id127,culture,NA,NA,3,original,Rumcajs,name,Rumcajs
Id128,culture,NA,NA,3,original,Slunce_seno_jahody,genre,komedie
Id128,culture,NA,NA,3,original,Slunce_seno_jahody,director,Zdeněk_Troška
Id128,culture,NA,NA,3,original,Slunce_seno_jahody,setting,Svatava
Id129,geography,NA,NA,3,original,Právnická_fakulta,partOf,Univerzita_Karlova
Id129,geography,NA,NA,3,original,Právnická_fakulta,locatedAt,Čechův_most
Id129,geography,NA,NA,3,original,Čechův_most,locatedIn,Sudoměřice
Id130,geography,NA,NA,1,original,Hradec_Králové,highestPeak,Sněžka
Id131,geography,NA,NA,1,original,Antonín_Dvořák,birthPlace,Rakousko
Id132,geography,NA,NA,1,original,Liberecký_kraj,locatedIn,Plzeňský_kraj
Id133,geography,NA,NA,2,original,Berenika_Kohoutová,authorOf,Bylo_nás_pět
Id133,geography,NA,NA,2,original,Berenika_Kohoutová,birthPlace,Rychnov_nad_Kněžnou
Id134,geography,NA,NA,1,original,Orlické_hory,highestPeak,hrad_Zvíkov
Id135,history,NA,NA,1,original,Poslanecká_sněmovna_Parlamentu_České_republiky,hasHeadquarters,Vrchlice
Id136,geography,NA,NA,1,original,severozápadní_Čechy,highestPeak,Javořice
Id137,culture,NA,NA,3,original,bankovka,hasValue,2
Id137,culture,NA,NA,3,original,bankovka,hasCurrency,Kč
Id137,culture,NA,NA,3,original,bankovka,depictsPerson,Božena_Němcová
Id138,geography,NA,NA,2,original,Vodní_nádrž,hasName,Rozkoš
Id138,geography,NA,NA,2,original,Vodní_nádrž,isLocatedNear,Soč
Id139,culture,NA,NA,2,original,Divadlo_Semafor,currentLocation,Zlínský_kraj
Id139,culture,NA,NA,2,original,Zlínský_kraj,isA,městská_čtvrť
Id141,geography,NA,NA,1,original,Jablunkovský_výběžek,famousFor,sklářský_průmysl
Id142,geography,NA,NA,2,original,Vltavské_Kaskády,isPartOf,Punkevní_jeskyně
Id142,geography,NA,NA,2,original,Punkevní_jeskyně,isA,komplex_jeskyní
Id143,geography,NA,NA,3,original,Prachovské_skály,isType,přírodní_rezervace
Id143,geography,NA,NA,3,original,Prachovské_skály,isLocatedIn,Praha
Id143,geography,NA,NA,3,original,Prachovské_skály,isKnownFor,pískovcová_skalní_města
Id144,geography,NA,NA,2,original,Vajoletky,connects,Otrokovice
Id144,geography,NA,NA,2,original,Vajoletky,connects,Sudoměřice
Id145,sports,NA,NA,3,original,Zlatá_podkova,eventType,jezdecká_všestrannost
Id145,sports,NA,NA,3,original,Zlatá_podkova,eventType,spřežení
Id145,sports,NA,NA,3,original,Zlatá_podkova,location,hrad_Kost
Id146,geography,NA,NA,1,original,Muzeum_rekordů_a_kuriozit,locatedIn,Jablonec_nad_Nisou
Id147,politics,NA,NA,4,original,Jindřich_Vařeka,position,starosta
Id147,politics,NA,NA,4,original,Jindřich_Vařeka,location,Příbram
Id147,politics,NA,NA,4,original,Jindřich_Vařeka,startDate,2014-01-01
Id147,politics,NA,NA,4,original,Jindřich_Vařeka,endDate,1960
Id148,geography,NA,NA,2,original,Pardubice,locatedIn,Praha_východ
Id148,geography,NA,NA,2,original,Praha_východ,isType,okres
Id149,geography,NA,NA,1,original,Česko,riverFlowingThrough,Vrchlice
Id150,other,NA,NA,2,original,Otrokovice,usesPausalRateFor,jiných_nez_řemeslných_živností
Id150,other,NA,NA,2,original,jiných_nez_řemeslných_živností,pausalRateForExpenses,60
Id151,culture,NA,NA,4,original,Čeština_2.0,isTypeOf,internetový_slovník
Id151,culture,NA,NA,4,original,Čeština_2.0,foundedBy,Ulrika_von_Levetzow
Id151,culture,NA,NA,4,original,Čeština_2.0,collects,nové_české_výrazy
Id151,culture,NA,NA,4,original,Čeština_2.0,collects,novotvary
Id153,other,NA,NA,2,original,Martin_Kavka,wrote,"Modrá,_nikoli_zelená_planeta"
Id153,other,NA,NA,2,original,"Modrá,_nikoli_zelená_planeta",isA,kniha
Id154,geography,NA,NA,3,original,území_Česka,locatedIn,České_Budějovice
Id154,geography,NA,NA,3,original,území_Česka,isType,obec
Id154,geography,NA,NA,3,original,České_Budějovice,isType,okres
Id155,geography,NA,NA,3,original,Černé_jezero,locatedIn,Mělník
Id155,geography,NA,NA,3,original,Černé_jezero,type,obec
Id155,geography,NA,NA,3,original,Mělník,type,okres
Id156,other,NA,NA,3,original,Odrůda_David,isCultivarOf,hrušeň
Id156,other,NA,NA,3,original,Odrůda_David,breedingLocation,Orlické_hory
Id156,other,NA,NA,3,original,Odrůda_David,ripeningMonth,prosinec
Id157,culture,NA,NA,4,original,Conception/Danae_(Početí),author,František_Kupka
Id157,culture,NA,NA,4,original,Conception/Danae_(Početí),auctionLocation,Česká_republika
Id157,culture,NA,NA,4,original,Conception/Danae_(Početí),auctionPrice,2
Id157,culture,NA,NA,4,original,Conception/Danae_(Početí),status,nejdražší_dílo_všech_dob
Id158,culture,NA,NA,4,original,Fotograf_Festival,eventType,fotografický_festival
Id158,culture,NA,NA,4,original,Fotograf_Festival,location,Plzeň
